country,year,electricity_generation,biofuel_electricity,hydro_electricity,low_carbon_electricity,nuclear_electricity,solar_electricity,wind_electricity,coal_electricity,gas_electricity,oil_electricity,total_electricity,total_clean_electricity,total_dirty_electricity
Portugal,2001,46.17,1.35,14.03,15.74,0.0,0.0,0.26,13.61,7.21,9.61,61.809999999999995,31.38,30.43
Portugal,2002,45.65,1.47,7.8,9.73,0.0,0.0,0.36,15.21,9.04,11.67,55.28,19.36,35.92
Portugal,2003,46.52,1.39,15.72,17.7,0.0,0.0,0.5,14.53,7.74,6.55,64.13000000000001,35.31,28.82
Portugal,2004,44.82,1.54,9.87,12.31,0.0,0.0,0.82,14.86,11.69,5.96,57.05,24.54,32.51
Portugal,2005,46.18,1.68,4.73,8.25,0.0,0.0,1.77,15.23,13.61,9.09,54.36,16.43,37.93
Portugal,2006,48.57,1.7,11.0,15.72,0.0,0.0,2.93,14.96,12.34,5.55,64.2,31.35,32.85
Portugal,2007,46.89,1.86,10.09,16.21,0.0,0.02,4.04,12.4,13.12,5.16,62.89999999999999,32.22,30.68
Portugal,2008,45.48,1.85,6.8,14.64,0.0,0.04,5.76,11.2,15.2,4.44,59.92999999999999,29.089999999999996,30.84
Portugal,2009,49.48,2.09,8.28,18.29,0.0,0.16,7.58,12.9,14.71,3.58,67.58999999999999,36.4,31.189999999999998
Portugal,2010,53.69,2.61,16.15,28.35,0.0,0.21,9.18,7.1,14.9,3.34,81.84,56.5,25.34
Portugal,2011,51.88,2.92,11.54,24.11,0.0,0.28,9.16,9.85,14.92,3.0,75.78,48.010000000000005,27.77
Portugal,2012,45.57,2.95,5.62,19.37,0.0,0.39,10.26,13.09,10.67,2.44,64.79,38.59,26.2
Portugal,2013,50.53,3.05,13.73,29.47,0.0,0.48,12.01,11.84,7.23,1.99,79.8,58.739999999999995,21.06
Portugal,2014,51.96,3.05,15.57,31.57,0.0,0.63,12.11,11.95,6.83,1.61,83.32,62.93,20.39
Portugal,2015,51.27,3.1,8.66,24.37,0.0,0.8,11.61,14.73,10.56,1.61,75.44,48.54,26.9
Portugal,2016,59.13,3.07,15.72,32.3,0.0,0.87,12.47,12.63,12.58,1.62,91.25999999999999,64.42999999999999,26.830000000000002
Portugal,2017,57.7,3.22,5.9,22.58,0.0,0.99,12.25,14.67,18.89,1.56,80.06,44.94,35.120000000000005
Portugal,2018,58.41,3.16,12.39,29.41,0.0,1.01,12.62,12.01,15.61,1.38,87.58999999999999,58.589999999999996,28.999999999999996
Portugal,2019,51.73,3.36,8.82,27.41,0.0,1.34,13.67,5.53,17.26,1.53,78.92000000000002,54.60000000000001,24.320000000000004
Portugal,2020,51.54,3.79,12.08,30.11,0.0,1.72,12.3,2.36,17.6,1.47,81.43,60.0,21.43
Portugal,2021,49.44,4.0,11.91,31.55,0.0,2.24,13.22,0.8,15.57,1.52,80.80999999999999,62.92,17.89
Romania,2000,51.56,0.0,14.78,20.24,5.46,0.0,0.0,18.92,9.0,3.4,71.80000000000001,40.48,31.32
Romania,2001,53.55,0.0,14.92,20.37,5.45,0.0,0.0,19.7,8.07,5.41,73.91999999999999,40.74,33.18
Romania,2002,54.42,0.0,16.05,21.56,5.51,0.0,0.0,20.31,8.97,3.58,75.97999999999999,43.12,32.86
Romania,2003,54.84,0.0,13.26,18.17,4.91,0.0,0.0,23.34,9.7,3.63,73.01,36.34,36.67
Romania,2004,56.49,0.0,16.51,22.06,5.55,0.0,0.0,21.48,10.46,2.49,78.55,44.12,34.43
Romania,2005,59.41,0.01,20.21,25.77,5.55,0.0,0.0,21.91,9.61,2.12,85.18,51.54,33.64
Romania,2006,62.7,0.0,18.36,23.99,5.63,0.0,0.0,25.15,11.83,1.73,86.69,47.98,38.709999999999994
Romania,2007,61.68,0.04,15.97,23.72,7.71,0.0,0.0,25.1,11.56,1.3,85.4,47.440000000000005,37.96
Romania,2008,64.95,0.02,17.2,28.45,11.23,0.0,0.0,25.82,9.92,0.76,93.4,56.900000000000006,36.5
Romania,2009,57.73,0.01,15.53,27.3,11.75,0.0,0.01,21.74,7.63,1.06,85.03,54.6,30.429999999999996
Romania,2010,60.61,0.11,19.88,31.92,11.62,0.0,0.31,20.68,7.26,0.75,92.53,63.839999999999996,28.689999999999998
Romania,2011,62.0,0.2,14.73,28.07,11.75,0.0,1.39,24.78,8.36,0.79,90.07000000000001,56.14,33.93
Romania,2012,58.78,0.21,12.07,26.4,11.47,0.01,2.64,22.9,8.72,0.76,85.17999999999999,52.8,32.379999999999995
Romania,2013,58.55,0.25,14.96,31.77,11.62,0.42,4.52,16.94,9.26,0.58,90.32000000000001,63.540000000000006,26.78
Romania,2014,65.19,0.5,18.8,38.8,11.68,1.62,6.2,17.76,8.1,0.53,103.99000000000001,77.60000000000001,26.39
Romania,2015,65.92,0.52,16.63,37.83,11.64,1.98,7.06,18.13,9.39,0.57,103.75,75.66000000000001,28.09
Romania,2016,64.59,0.53,18.03,38.26,11.29,1.82,6.59,15.88,9.65,0.8,102.85,76.52,26.330000000000002
Romania,2017,63.95,0.53,14.49,35.8,11.51,1.86,7.41,16.78,10.66,0.71,99.74999999999999,71.6,28.150000000000002
Romania,2018,64.44,0.44,17.66,37.57,11.38,1.77,6.32,15.65,10.52,0.7,102.00999999999999,75.13999999999999,26.87
Romania,2019,59.18,0.5,15.58,35.91,11.28,1.78,6.77,13.61,8.95,0.71,95.08999999999999,71.82,23.27
Romania,2020,55.62,0.55,15.38,36.08,11.47,1.73,6.95,9.36,9.46,0.72,91.69999999999999,72.16,19.54
Romania,2021,59.13,0.65,17.41,37.62,11.28,1.7,6.58,10.69,9.91,0.91,96.74999999999999,75.24,21.51
Russia,2000,833.47,0.07,164.08,286.67,122.46,0.0,0.0,165.82,349.73,31.25,1120.0800000000002,573.2800000000001,546.8
Russia,2001,843.23,0.11,173.9,299.46,125.36,0.0,0.0,159.46,355.95,28.36,1142.6,598.83,543.77
Russia,2002,846.88,0.16,162.22,296.69,134.14,0.0,0.01,160.9,363.4,25.89,1143.41,593.22,550.1899999999999
Russia,2003,868.77,0.34,155.76,297.6,141.17,0.0,0.01,162.29,383.33,25.55,1166.05,594.88,571.17
Russia,2004,886.23,0.42,175.82,314.12,137.47,0.0,0.01,151.53,398.05,22.53,1199.95,627.84,572.11
Russia,2005,901.81,0.43,172.68,311.17,137.64,0.0,0.01,156.11,414.51,20.02,1212.5700000000002,621.9300000000001,590.64
Russia,2006,942.42,0.48,173.35,318.94,144.65,0.0,0.0,168.64,431.85,22.99,1260.8999999999999,637.42,623.48
Russia,2007,960.92,0.45,177.05,325.99,147.99,0.0,0.01,160.07,458.62,16.24,1286.4199999999998,651.49,634.9300000000001
Russia,2008,984.95,0.46,164.76,317.75,152.06,0.0,0.0,185.52,466.49,15.19,1302.23,635.03,667.2
Russia,2009,940.28,0.47,174.18,327.89,152.78,0.0,0.0,154.82,442.46,15.11,1267.7099999999998,655.3199999999999,612.39
Russia,2010,983.34,0.51,166.48,326.9,159.41,0.0,0.0,156.67,490.99,8.78,1309.74,653.3,656.4399999999999
Russia,2011,999.42,0.52,165.84,328.9,162.02,0.0,0.0,155.01,489.7,25.81,1327.8,657.28,670.52
Russia,2012,1014.73,0.47,165.9,333.14,166.29,0.0,0.0,159.39,495.72,26.48,1347.3899999999999,665.8,681.59
Russia,2013,1004.4,0.45,181.15,343.42,161.38,0.0,0.0,152.73,500.04,8.21,1347.38,686.4,660.98
Russia,2014,1008.5,0.52,175.27,345.58,169.07,0.16,0.1,149.38,503.44,10.1,1353.62,690.7,662.92
Russia,2015,1011.06,0.45,167.99,352.2,182.81,0.34,0.15,149.57,499.76,9.53,1362.8,703.94,658.8599999999999
Russia,2016,1034.13,0.42,184.61,370.14,184.05,0.46,0.15,161.65,492.0,10.34,1403.82,739.83,663.99
Russia,2017,1037.14,0.49,185.01,376.76,190.12,0.56,0.14,164.82,488.98,6.58,1413.4599999999998,753.0799999999999,660.38
Russia,2018,1047.59,0.48,191.14,374.76,181.76,0.72,0.23,167.77,497.51,7.55,1421.9199999999998,749.09,672.8299999999999
Russia,2019,1063.58,0.49,194.72,392.79,195.54,1.28,0.33,177.59,485.13,8.07,1455.9399999999998,785.15,670.7900000000001
Russia,2020,1044.91,0.48,212.59,432.49,215.74,2.02,1.24,165.92,438.78,7.72,1476.98,864.56,612.42
Russia,2021,1110.36,0.49,214.5,444.06,222.44,2.3,3.89,192.12,466.24,7.94,1553.98,887.68,666.3000000000001
Serbia,2000,31.95,0.0,9.82,9.82,0.0,0.0,0.0,21.43,0.39,0.31,41.77,19.64,22.13
Serbia,2001,32.57,0.0,9.89,9.89,0.0,0.0,0.0,21.86,0.5,0.32,42.46,19.78,22.68
Serbia,2002,33.24,0.0,9.93,9.93,0.0,0.0,0.0,22.56,0.5,0.25,43.17,19.86,23.31
Serbia,2003,34.26,0.0,8.74,8.74,0.0,0.0,0.0,24.71,0.54,0.27,43.0,17.48,25.52
Serbia,2004,37.19,0.0,10.62,10.62,0.0,0.0,0.0,25.74,0.68,0.15,47.809999999999995,21.24,26.569999999999997
Serbia,2005,35.86,0.0,11.41,11.41,0.0,0.0,0.0,23.38,0.32,0.75,47.27,22.82,24.45
Serbia,2006,35.87,0.0,10.35,10.35,0.0,0.0,0.0,25.02,0.12,0.38,46.22,20.7,25.52
Serbia,2007,35.97,0.0,9.46,9.46,0.0,0.0,0.0,25.57,0.43,0.51,45.43,18.92,26.51
Serbia,2008,36.82,0.0,9.56,9.56,0.0,0.0,0.0,26.68,0.41,0.17,46.379999999999995,19.12,27.26
Serbia,2009,37.71,0.0,10.54,10.54,0.0,0.0,0.0,26.85,0.17,0.15,48.25,21.08,27.17
Serbia,2010,37.42,0.0,11.89,11.89,0.0,0.0,0.0,25.02,0.33,0.18,49.309999999999995,23.78,25.529999999999998
Serbia,2011,38.02,0.0,8.67,8.67,0.0,0.0,0.0,28.71,0.5,0.14,46.69,17.34,29.35
Serbia,2012,36.19,0.01,9.29,9.3,0.0,0.0,0.0,26.32,0.48,0.09,45.49,18.6,26.89
Serbia,2013,39.23,0.02,10.2,10.22,0.0,0.0,0.0,28.67,0.3,0.04,49.449999999999996,20.439999999999998,29.01
Serbia,2014,33.44,0.02,11.0,11.03,0.0,0.01,0.0,22.13,0.23,0.05,44.46999999999999,22.06,22.41
Serbia,2015,37.59,0.02,10.08,10.11,0.0,0.01,0.0,27.16,0.22,0.1,47.7,20.220000000000002,27.48
Serbia,2016,38.61,0.03,10.79,10.86,0.0,0.01,0.03,27.24,0.38,0.13,49.470000000000006,21.720000000000002,27.749999999999996
Serbia,2017,36.44,0.08,9.15,9.29,0.0,0.01,0.05,26.46,0.55,0.14,45.730000000000004,18.580000000000002,27.150000000000002
Serbia,2018,36.67,0.1,10.64,10.9,0.0,0.01,0.15,25.02,0.6,0.15,47.57,21.8,25.77
Serbia,2019,36.86,0.14,9.46,10.51,0.0,0.01,0.9,25.58,0.67,0.1,47.37,21.02,26.35
Serbia,2020,37.23,0.19,9.03,10.21,0.0,0.01,0.98,26.46,0.51,0.05,47.44,20.42,27.020000000000003
Serbia,2021,37.53,0.25,11.28,12.62,0.0,0.01,1.08,23.77,1.07,0.07,50.150000000000006,25.240000000000002,24.91
Slovakia,2000,30.78,0.0,4.61,21.1,16.49,0.0,0.0,5.58,3.34,0.76,51.88,42.2,9.68
Slovakia,2001,31.83,0.15,4.93,22.18,17.1,0.0,0.0,5.82,2.7,1.13,54.010000000000005,44.36,9.649999999999999
Slovakia,2002,32.18,0.15,5.27,23.37,17.95,0.0,0.0,5.15,2.51,1.15,55.54999999999999,46.739999999999995,8.81
Slovakia,2003,30.96,0.1,3.48,21.44,17.86,0.0,0.0,5.96,2.4,1.16,52.4,42.88,9.52
Slovakia,2004,30.45,0.02,4.1,21.16,17.03,0.0,0.01,5.68,2.42,1.19,51.61,42.32,9.29
Slovakia,2005,31.34,0.03,4.64,22.41,17.73,0.0,0.01,5.54,2.18,1.21,53.75,44.82,8.93
Slovakia,2006,31.21,0.4,4.4,22.82,18.01,0.0,0.01,5.31,1.91,1.17,54.03,45.64,8.39
Slovakia,2007,27.83,0.47,4.45,20.26,15.33,0.0,0.01,4.8,1.62,1.15,48.08999999999999,40.519999999999996,7.57
Slovakia,2008,28.73,0.52,4.04,21.27,16.7,0.0,0.01,4.67,1.61,1.18,50.0,42.54,7.46
Slovakia,2009,25.89,0.54,4.37,19.0,14.08,0.0,0.01,3.86,1.97,1.06,44.89,38.0,6.890000000000001
Slovakia,2010,27.42,0.66,5.26,20.52,14.57,0.02,0.01,3.56,2.21,1.13,47.940000000000005,41.04,6.8999999999999995
Slovakia,2011,28.21,0.82,3.78,20.41,15.41,0.4,0.0,3.55,3.15,1.1,48.62,40.82,7.799999999999999
Slovakia,2012,28.24,0.94,4.1,20.96,15.49,0.42,0.01,3.41,2.85,1.02,49.2,41.92,7.279999999999999
Slovakia,2013,28.44,0.91,4.85,22.08,15.72,0.59,0.01,3.07,2.39,0.9,50.519999999999996,44.16,6.36
Slovakia,2014,27.04,1.42,4.21,21.74,15.5,0.6,0.01,2.87,1.62,0.81,48.779999999999994,43.48,5.300000000000001
Slovakia,2015,26.54,1.66,3.87,21.2,15.15,0.51,0.01,2.83,1.6,0.91,47.739999999999995,42.4,5.34
Slovakia,2016,26.68,1.73,4.36,21.4,14.77,0.53,0.01,2.8,1.52,0.96,48.08,42.8,5.28
Slovakia,2017,27.29,1.7,4.32,21.62,15.08,0.51,0.01,2.99,1.67,1.01,48.91,43.239999999999995,5.67
Slovakia,2018,26.57,1.63,3.59,20.65,14.84,0.58,0.01,3.01,1.86,1.05,47.219999999999985,41.29999999999999,5.92
Slovakia,2019,28.19,1.69,4.36,21.93,15.28,0.59,0.01,2.34,3.07,0.85,50.120000000000005,43.86,6.26
Slovakia,2020,28.51,1.67,4.52,22.29,15.44,0.66,0.0,1.86,3.57,0.79,50.79999999999999,44.57999999999999,6.22
Slovakia,2021,29.66,1.84,4.26,22.5,15.73,0.67,0.0,1.7,4.37,1.09,52.160000000000004,45.0,7.16
Slovenia,2000,13.61,0.07,3.83,8.66,4.76,0.0,0.0,4.61,0.29,0.05,22.27,17.32,4.95
Slovenia,2001,14.48,0.07,3.8,9.13,5.26,0.0,0.0,4.92,0.3,0.13,23.61,18.259999999999998,5.35
Slovenia,2002,14.6,0.1,3.31,8.94,5.53,0.0,0.0,5.3,0.29,0.07,23.54,17.88,5.66
Slovenia,2003,13.83,0.12,2.96,8.29,5.21,0.0,0.0,5.11,0.37,0.06,22.119999999999997,16.58,5.54
Slovenia,2004,15.27,0.12,4.09,9.67,5.46,0.0,0.0,5.19,0.36,0.05,24.94,19.34,5.6000000000000005
Slovenia,2005,15.11,0.11,3.46,9.45,5.88,0.0,0.0,5.27,0.34,0.05,24.56,18.9,5.659999999999999
Slovenia,2006,15.11,0.11,3.59,9.25,5.55,0.0,0.0,5.43,0.37,0.06,24.36,18.5,5.859999999999999
Slovenia,2007,15.04,0.11,3.27,9.08,5.7,0.0,0.0,5.48,0.45,0.03,24.12,18.16,5.960000000000001
Slovenia,2008,16.41,0.29,4.02,10.58,6.27,0.0,0.0,5.33,0.48,0.02,26.990000000000002,21.16,5.83
Slovenia,2009,16.39,0.19,4.71,10.64,5.74,0.0,0.0,5.13,0.59,0.03,27.03,21.28,5.75
Slovenia,2010,16.26,0.22,4.52,10.41,5.66,0.01,0.0,5.29,0.55,0.01,26.67,20.82,5.85
Slovenia,2011,15.92,0.25,3.56,10.1,6.22,0.07,0.0,5.31,0.49,0.02,26.019999999999996,20.2,5.819999999999999
Slovenia,2012,15.55,0.27,3.9,9.86,5.53,0.16,0.0,5.14,0.53,0.02,25.41,19.72,5.6899999999999995
Slovenia,2013,15.8,0.26,4.63,10.41,5.3,0.22,0.0,4.87,0.51,0.01,26.210000000000004,20.82,5.39
Slovenia,2014,17.15,0.25,6.09,12.97,6.37,0.26,0.0,3.76,0.37,0.05,30.120000000000005,25.940000000000005,4.18
Slovenia,2015,14.8,0.26,3.81,10.0,5.65,0.27,0.01,4.38,0.4,0.02,24.799999999999997,20.0,4.8
Slovenia,2016,16.23,0.28,4.5,10.78,5.72,0.27,0.01,5.01,0.42,0.02,27.01,21.56,5.449999999999999
Slovenia,2017,16.05,0.28,3.87,10.73,6.29,0.28,0.01,4.82,0.48,0.02,26.780000000000005,21.460000000000004,5.32
Slovenia,2018,16.12,0.26,4.7,11.0,5.78,0.25,0.01,4.62,0.48,0.02,27.120000000000005,22.000000000000004,5.119999999999999
Slovenia,2019,15.89,0.25,4.48,10.86,5.82,0.3,0.01,4.48,0.54,0.01,26.750000000000004,21.720000000000002,5.03
Slovenia,2020,16.89,0.27,4.93,11.93,6.35,0.37,0.01,4.36,0.58,0.02,28.819999999999997,23.86,4.96
Slovenia,2021,15.59,0.27,4.71,11.15,5.71,0.45,0.01,3.85,0.52,0.07,26.740000000000006,22.300000000000004,4.44
Spain,2000,220.92,1.49,28.26,96.7,62.21,0.01,4.73,79.09,20.18,24.95,317.62,193.39999999999998,124.22000000000001
Spain,2001,233.07,1.63,40.89,113.01,63.71,0.02,6.76,70.27,23.36,26.43,346.08000000000004,226.02,120.06
Spain,2002,239.91,2.59,21.22,96.19,63.02,0.02,9.34,81.18,32.39,30.15,336.1,192.38000000000002,143.72
Spain,2003,257.3,3.18,40.48,117.63,61.88,0.02,12.07,74.73,39.37,25.57,374.93,235.26,139.67
Spain,2004,273.65,3.33,31.08,113.74,63.61,0.02,15.7,79.1,55.46,25.35,387.39,227.48,159.91
Spain,2005,284.46,2.65,18.39,99.81,57.54,0.05,21.18,79.06,79.01,26.58,384.27,199.62,184.64999999999998
Spain,2006,295.26,2.77,25.96,112.28,60.13,0.12,23.3,66.74,90.57,25.67,407.54,224.56,182.98000000000002
Spain,2007,301.53,2.9,27.31,113.4,55.1,0.52,27.57,72.8,94.8,20.53,414.93000000000006,226.8,188.13
Spain,2008,310.67,3.26,23.36,121.12,58.97,2.58,32.95,48.71,120.8,20.04,431.79,242.24,189.54999999999998
Spain,2009,291.53,3.49,26.41,126.84,52.76,6.06,38.12,35.91,107.75,21.03,418.37,253.68,164.69
Spain,2010,298.15,4.01,42.3,159.76,61.99,7.19,44.27,25.33,94.85,18.21,457.9099999999999,319.52,138.39
Spain,2011,291.37,4.61,30.6,145.25,57.72,9.4,42.92,43.98,85.51,16.63,436.62,290.5,146.12
Spain,2012,293.77,4.98,20.55,148.44,61.47,11.97,49.47,55.07,73.31,16.95,442.21,296.88,145.32999999999998
Spain,2013,281.47,5.8,36.87,168.15,56.73,13.1,55.65,39.94,57.54,15.84,449.62,336.3,113.32
Spain,2014,274.94,5.41,39.17,167.57,57.31,13.67,52.01,43.81,47.27,16.29,442.51,335.14,107.37
Spain,2015,277.48,5.76,28.14,154.29,57.2,13.86,49.33,51.37,52.5,19.32,431.77,308.58,123.19
Spain,2016,271.19,5.69,36.4,163.26,58.63,13.64,48.9,36.43,52.83,18.67,434.45,326.52,107.92999999999999
Spain,2017,272.9,6.08,18.32,145.97,58.04,14.4,49.13,45.13,64.04,17.76,418.87,291.94,126.93000000000002
Spain,2018,271.88,5.91,34.33,159.65,55.77,12.74,50.9,37.34,58.0,16.89,431.53,319.29999999999995,112.23
Spain,2019,270.89,5.57,24.65,159.34,58.35,15.1,55.65,12.86,83.71,14.98,430.21,318.65999999999997,111.55
Spain,2020,259.73,6.14,30.51,172.09,58.3,20.67,56.44,5.52,69.74,12.38,431.79,344.15000000000003,87.63999999999999
Spain,2021,270.81,6.94,29.63,182.31,56.56,27.1,62.06,4.86,71.5,12.14,453.1,364.6,88.5
Sweden,2000,145.23,4.1,78.58,140.46,57.32,0.0,0.46,1.64,0.48,2.65,285.68999999999994,280.91999999999996,4.77
Sweden,2001,161.6,3.78,79.06,155.43,72.11,0.0,0.48,1.88,0.4,3.89,317.03,310.86,6.17
Sweden,2002,146.7,4.18,66.36,139.26,68.11,0.0,0.61,2.37,0.56,4.51,285.96,278.52,7.4399999999999995
Sweden,2003,135.39,4.51,53.54,126.15,67.42,0.0,0.68,2.85,0.73,5.66,261.54,252.3,9.24
Sweden,2004,151.69,7.2,60.12,145.67,77.49,0.0,0.86,1.01,0.78,4.23,297.35999999999996,291.34,6.0200000000000005
Sweden,2005,158.37,7.49,72.8,153.61,72.38,0.0,0.94,0.65,0.6,3.51,311.97999999999996,307.21999999999997,4.76
Sweden,2006,143.28,8.36,61.72,138.04,66.98,0.0,0.98,0.88,0.6,3.76,281.32000000000005,276.08000000000004,5.24
Sweden,2007,148.82,9.84,66.16,144.4,66.97,0.0,1.43,0.65,0.83,2.94,293.21999999999997,288.8,4.42
Sweden,2008,149.9,10.34,69.07,145.3,63.89,0.0,2.0,0.51,0.62,3.47,295.20000000000005,290.6,4.6
Sweden,2009,136.6,11.46,65.85,131.98,52.17,0.01,2.49,0.51,1.56,2.55,268.58,263.96,4.62
Sweden,2010,148.45,12.19,66.4,139.92,57.83,0.01,3.49,1.02,2.91,4.6,288.37,279.84,8.53
Sweden,2011,150.28,11.54,66.43,144.56,60.47,0.01,6.11,0.66,1.58,3.48,294.84000000000003,289.12,5.720000000000001
Sweden,2012,166.43,12.19,78.93,162.34,64.04,0.02,7.16,0.48,0.92,2.69,328.77000000000004,324.68,4.09
Sweden,2013,153.03,11.45,61.36,149.15,66.46,0.04,9.84,0.65,0.85,2.38,302.18,298.3,3.88
Sweden,2014,153.55,10.7,63.76,150.62,64.88,0.05,11.23,0.37,0.42,2.14,304.17,301.24,2.93
Sweden,2015,162.0,10.77,75.31,158.85,56.35,0.1,16.32,0.39,0.45,2.31,320.85,317.70000000000005,3.1500000000000004
Sweden,2016,155.89,11.49,62.02,152.23,63.1,0.14,15.48,0.26,0.68,2.72,308.12000000000006,304.46000000000004,3.66
Sweden,2017,164.23,12.08,65.14,160.76,65.7,0.23,17.61,0.32,0.33,2.82,324.99,321.52000000000004,3.4699999999999998
Sweden,2018,163.36,11.91,62.21,159.7,68.55,0.41,16.62,0.34,0.38,2.94,323.06,319.40000000000003,3.66
Sweden,2019,168.42,13.04,65.37,165.07,66.13,0.68,19.85,0.21,0.29,2.85,333.49000000000007,330.14000000000004,3.35
Sweden,2020,163.79,11.18,72.39,161.35,49.2,1.05,27.53,0.0,0.1,2.34,325.14000000000004,322.70000000000005,2.44
Sweden,2021,171.77,13.08,73.89,168.71,52.97,1.53,27.24,0.01,0.29,2.76,340.47999999999996,337.41999999999996,3.0599999999999996
Switzerland,2000,61.75,0.14,33.85,59.12,25.12,0.01,0.0,0.0,0.0,2.63,120.87,118.24000000000001,2.63
Switzerland,2001,66.63,0.14,38.29,63.91,25.47,0.01,0.0,0.0,0.0,2.72,130.54000000000002,127.82000000000001,2.72
Switzerland,2002,61.13,0.14,32.32,58.34,25.87,0.01,0.0,0.0,0.0,2.79,119.47000000000003,116.68000000000002,2.79
Switzerland,2003,61.08,0.14,31.95,58.22,26.11,0.02,0.0,0.0,0.0,2.86,119.3,116.44,2.86
Switzerland,2004,59.65,0.15,30.94,56.73,25.61,0.02,0.01,0.0,0.0,2.92,116.38,113.46,2.92
Switzerland,2005,53.93,0.16,28.66,50.96,22.11,0.02,0.01,0.0,0.0,2.97,104.89,101.92,2.97
Switzerland,2006,57.93,0.16,28.27,54.83,26.37,0.02,0.01,0.0,0.0,3.1,112.75999999999999,109.66,3.1
Switzerland,2007,62.06,0.15,32.36,59.05,26.49,0.03,0.02,0.0,0.0,3.01,121.11,118.1,3.01
Switzerland,2008,62.72,0.15,33.21,59.68,26.27,0.03,0.02,0.0,0.0,3.04,122.39999999999999,119.35999999999999,3.04
Switzerland,2009,62.3,0.13,32.83,59.3,26.27,0.05,0.02,0.0,0.0,3.0,121.59999999999998,118.59999999999998,3.0
Switzerland,2010,62.05,0.14,33.26,58.73,25.2,0.09,0.04,0.0,0.0,3.32,120.78,117.46000000000001,3.32
Switzerland,2011,59.2,0.15,29.91,55.86,25.56,0.17,0.07,0.0,0.0,3.34,115.06,111.72,3.34
Switzerland,2012,64.17,0.15,35.78,60.66,24.34,0.3,0.09,0.0,0.0,3.51,124.83000000000001,121.32000000000001,3.51
Switzerland,2013,64.72,0.15,35.63,61.24,24.87,0.5,0.09,0.0,0.0,3.48,125.96000000000002,122.48000000000002,3.48
Switzerland,2014,65.94,0.14,35.12,62.57,26.37,0.84,0.1,0.0,0.0,3.37,128.51,125.14,3.37
Switzerland,2015,62.15,0.12,35.38,58.82,22.09,1.12,0.11,0.0,0.0,3.33,120.97,117.64,3.33
Switzerland,2016,57.5,0.15,31.98,53.81,20.24,1.33,0.11,0.0,0.0,3.69,111.30999999999999,107.61999999999999,3.69
Switzerland,2017,56.62,0.16,31.48,52.95,19.5,1.68,0.13,0.0,0.0,3.67,109.57000000000001,105.9,3.67
Switzerland,2018,62.27,0.15,32.1,58.73,24.41,1.95,0.12,0.0,0.0,3.54,121.0,117.46,3.54
Switzerland,2019,66.5,0.15,35.16,62.92,25.28,2.18,0.15,0.0,0.0,3.58,129.42000000000002,125.84,3.58
Switzerland,2020,67.4,0.17,37.87,63.78,22.99,2.6,0.15,0.0,0.0,3.62,131.17999999999998,127.55999999999999,3.62
Switzerland,2021,60.72,0.11,36.96,58.46,18.35,2.89,0.15,0.0,0.0,2.26,119.18,116.92,2.26
Turkey,2000,124.33,0.17,30.88,31.16,0.0,0.0,0.03,37.33,46.54,9.3,155.41,62.24,93.17
Turkey,2001,122.19,0.18,24.01,24.34,0.0,0.0,0.06,37.74,49.71,10.4,146.44000000000003,48.59,97.85000000000001
Turkey,2002,128.42,0.13,33.68,33.96,0.0,0.0,0.05,31.43,52.53,10.5,162.28,67.82000000000001,94.46000000000001
Turkey,2003,139.52,0.08,35.33,35.56,0.0,0.0,0.06,31.42,63.54,9.0,174.99,71.03,103.96000000000001
Turkey,2004,149.74,0.08,46.08,46.31,0.0,0.0,0.06,33.57,62.27,7.59,195.96,92.53,103.43
Turkey,2005,161.55,0.03,39.56,39.74,0.0,0.0,0.06,42.2,73.48,6.13,201.20000000000002,79.39000000000001,121.81
Turkey,2006,176.17,0.06,44.24,44.52,0.0,0.0,0.13,45.61,80.69,5.35,220.6,88.95,131.65
Turkey,2007,191.41,0.09,35.85,36.46,0.0,0.0,0.36,52.33,95.03,7.59,227.71,72.76,154.95000000000002
Turkey,2008,198.31,0.14,33.27,34.42,0.0,0.0,0.85,56.38,98.68,8.83,232.57000000000002,68.68,163.89000000000001
Turkey,2009,194.73,0.25,35.96,38.15,0.0,0.0,1.5,54.23,96.1,6.25,232.44,75.86,156.57999999999998
Turkey,2010,211.06,0.33,51.8,55.72,0.0,0.0,2.92,53.37,98.14,3.83,266.10999999999996,110.77,155.34
Turkey,2011,229.28,0.34,52.34,58.09,0.0,0.0,4.72,64.59,104.05,2.55,286.68,115.49000000000001,171.19
Turkey,2012,239.38,0.59,57.86,65.21,0.0,0.0,5.86,66.33,104.5,3.34,303.69,129.52,174.17
Turkey,2013,239.87,0.88,59.42,69.22,0.0,0.0,7.56,61.92,105.12,3.61,307.73,137.08,170.65000000000003
Turkey,2014,251.62,1.08,40.64,52.62,0.0,0.02,8.52,74.29,120.58,4.13,301.88,102.88,199.0
Turkey,2015,261.29,1.24,67.15,83.65,0.0,0.19,11.65,74.18,99.22,4.24,341.52000000000004,163.88000000000002,177.64000000000001
Turkey,2016,273.69,1.63,67.23,90.24,0.0,1.04,15.52,90.39,89.23,3.83,359.11,175.66,183.45000000000002
Turkey,2017,296.43,2.1,58.22,87.24,0.0,2.89,17.9,95.38,110.49,3.32,377.54,168.35,209.19
Turkey,2018,303.86,2.65,59.94,97.77,0.0,7.8,19.95,111.36,92.48,2.25,394.2,188.10999999999999,206.09
