country,year,energy_per_capita,energy_per_gdp,population,primary_energy_consumption,Year,Country,GDP_per_capita,gdp
Montenegro,2014,20434.42,2.005221610396237e-09,634301.0,12.962,2014,Montenegro,10190.94,6464123432.940001
Montenegro,2015,21034.895,1.9668416039209555e-09,633969.0,13.335,2015,Montenegro,10694.38,6779905394.219999
Montenegro,2016,21028.148,1.9078262708899613e-09,633264.0,13.316,2016,Montenegro,11021.74,6979671159.36
Montenegro,2017,19660.412,1.7011809157366734e-09,632445.0,12.434,2017,Montenegro,11556.8,7309040376.0
Montenegro,2018,21852.676,1.7967107884798539e-09,631459.0,13.799,2018,Montenegro,12162.539999999999,7680145345.86
Montenegro,2019,20460.551,1.6137651667091507e-09,630403.0,12.898,2019,Montenegro,12678.38,7992488787.139999
Montenegro,2020,17942.342,1.6674257509606249e-09,629058.0,11.287,2020,Montenegro,10760.72,6769117001.759999
Netherlands,2000,63325.41,2.6949264957648514e-09,15899138.0,1006.819,2000,Netherlands,23498.0,373597944724.0
Netherlands,2001,65422.441,2.7311326567574343e-09,15981630.0,1045.557,2001,Netherlands,23954.32,382829079141.6
Netherlands,2002,65146.559,2.7184200901402385e-09,16057042.0,1046.061,2002,Netherlands,23964.86,384804763544.12
Netherlands,2003,65296.625,2.71407901071096e-09,16127574.0,1053.076,2003,Netherlands,24058.48,388004916527.52
Netherlands,2004,67222.883,2.732321496546596e-09,16196036.0,1088.744,2004,Netherlands,24602.84,398468482342.24
Netherlands,2005,68395.852,2.711863397929954e-09,16261834.0,1112.242,2005,Netherlands,25220.98,410139390077.32
Netherlands,2006,66740.0,2.545585627338053e-09,16325679.0,1089.576,2006,Netherlands,26217.94,428025672481.25995
Netherlands,2007,67568.078,2.4763290873726785e-09,16391232.0,1107.524,2007,Netherlands,27285.579999999998,447244272034.56
Netherlands,2008,66484.648,2.391412317262475e-09,16460775.0,1094.389,2008,Netherlands,27801.42,457632919300.5
Netherlands,2009,65268.383,2.438027329801608e-09,16536200.0,1079.291,2009,Netherlands,26770.98,442690279476.0
Netherlands,2010,70448.461,2.593503806196353e-09,16617121.0,1170.651,2010,Netherlands,27163.44,451378169256.24
Netherlands,2011,66766.094,2.4149998094509665e-09,16701470.0,1115.092,2011,Netherlands,27646.42,461735854237.39996
Netherlands,2012,65277.332,2.3946048651745596e-09,16785296.0,1095.699,2012,Netherlands,27260.16,457569854607.36
Netherlands,2013,63014.336,2.3213582237606305e-09,16867352.0,1062.885,2013,Netherlands,27145.46,457872029021.92
Netherlands,2014,59946.082,2.1852203687222618e-09,16954080.0,1016.331,2014,Netherlands,27432.52,465093138681.60004
Netherlands,2015,60683.023,2.1792317795714772e-09,17041110.0,1034.106,2015,Netherlands,27846.06,474527771526.60004
Netherlands,2016,60943.148,2.1530518936538955e-09,17124512.0,1043.622,2016,Netherlands,28305.48,484717531925.76
Netherlands,2017,61101.004,2.1100065338072686e-09,17207204.0,1051.377,2017,Netherlands,28957.72,498281395414.88
Netherlands,2018,59348.102,2.013986520543562e-09,17286042.0,1025.894,2018,Netherlands,29467.98,509384739935.16
Netherlands,2019,58836.934,1.9711750879112664e-09,17363260.0,1021.601,2019,Netherlands,29848.66,518270044231.6
Netherlands,2020,56705.539,1.987667340229246e-09,17434562.0,988.636,2020,Netherlands,28528.68,497385040238.16003
North Macedonia,2000,15136.714,3.020074276919182e-09,2037940.0,30.848,2000,North Macedonia,5012.08,10214318315.2
North Macedonia,2001,14134.944,2.9098451881518842e-09,2053391.0,29.025,2001,North Macedonia,4857.7,9974757460.699999
North Macedonia,2002,13736.116,2.7818482656232155e-09,2064739.0,28.361,2002,North Macedonia,4937.68,10195020465.52
North Macedonia,2003,15438.576,3.0516219763995785e-09,2071150.0,31.976,2003,North Macedonia,5059.2,10478362080.0
North Macedonia,2004,15211.423,2.8658446521559577e-09,2075879.0,31.577,2004,North Macedonia,5307.82,11018392073.779999
North Macedonia,2005,15711.266,2.8202973044445827e-09,2078667.0,32.658,2005,North Macedonia,5570.7,11579630256.9
North Macedonia,2006,15953.717,2.718341346329663e-09,2081081.0,33.201,2006,North Macedonia,5868.92,12213697902.52
North Macedonia,2007,15826.587,2.5276823062599114e-09,2083494.0,32.975,2007,North Macedonia,6261.38,13045547661.72
North Macedonia,2008,15306.128,2.312839323469201e-09,2086228.0,31.932,2008,North Macedonia,6617.88,13806406556.64
North Macedonia,2009,15049.309,2.2774558899288982e-09,2089793.0,31.45,2009,North Macedonia,6607.96,13809268552.28
North Macedonia,2010,16308.639,2.3830297939005572e-09,2093828.0,34.147,2010,North Macedonia,6843.56,14329237547.68
North Macedonia,2011,16243.486,2.3141843539889053e-09,2097110.0,34.064,2011,North Macedonia,7019.0199999999995,14719657032.199999
North Macedonia,2012,15064.223,2.1585854316815926e-09,2099486.0,31.627,2012,North Macedonia,6978.72,14651724937.92
North Macedonia,2013,14376.997,2.0045819135231956e-09,2102220.0,30.224,2013,North Macedonia,7172.16,15077458195.199999
North Macedonia,2014,13282.878,1.7900842727867598e-09,2105293.0,27.964,2014,North Macedonia,7420.16,15621610906.88
North Macedonia,2015,13986.548,1.8173552580812652e-09,2107965.0,29.483,2015,North Macedonia,7696.0599999999995,16223025117.9
North Macedonia,2016,14496.338,1.8333823410074072e-09,2110194.0,30.59,2016,North Macedonia,7906.86,16685008530.84
North Macedonia,2017,13935.601,1.7453778175067437e-09,2111982.0,29.432,2017,North Macedonia,7984.36,16862824601.519999
North Macedonia,2018,13911.034,1.6949090558727596e-09,2113497.0,29.401,2018,North Macedonia,8207.56,17346653437.32
North Macedonia,2019,14689.626,1.7229735618089628e-09,2114175.0,31.056,2019,North Macedonia,8525.62,18024652663.5
North Macedonia,2020,12822.86,1.575650481309553e-09,2111078.0,27.07,2020,North Macedonia,8138.12,17180206093.36
Norway,2000,129255.242,3.857814931822259e-09,4491204.0,580.512,2000,Norway,33504.8,150476891779.2
Norway,2001,116303.484,3.3155328171420746e-09,4514019.0,524.996,2001,Norway,35078.36,158344383528.84
Norway,2002,120364.25,3.299384289837509e-09,4538435.0,546.265,2002,Norway,36480.8,165565739548.0
Norway,2003,105588.055,2.798647171387312e-09,4565167.0,482.027,2003,Norway,37728.24,172235716216.08
Norway,2004,106903.023,2.6598823871981492e-09,4592284.0,490.929,2004,Norway,40190.88,184567935169.91998
Norway,2005,121278.375,2.8720194996373045e-09,4623691.0,560.754,2005,Norway,42227.58,195247281597.78
Norway,2006,110179.18,2.49201843043761e-09,4661081.0,513.554,2006,Norway,44212.82,206079535258.42
Norway,2007,117053.125,2.5213042654904592e-09,4709582.0,551.271,2007,Norway,46425.6,218645170099.19998
Norway,2008,118381.93,2.4952097413531204e-09,4768654.0,564.522,2008,Norway,47443.64,226242303660.56
Norway,2009,107938.016,2.2719920825005086e-09,4829195.0,521.254,2009,Norway,47508.12,229425975563.40002
Norway,2010,102332.453,2.1032214670772134e-09,4889747.0,500.38,2010,Norway,48655.12,237911227054.64
Norway,2011,102448.797,2.049540061596184e-09,4953565.0,507.487,2011,Norway,49986.26,247610188016.90002
Norway,2012,111982.734,2.210062591643043e-09,5019058.0,562.048,2012,Norway,50669.5,254313159331.0
Norway,2013,103711.922,2.050872642475813e-09,5080667.0,526.926,2013,Norway,50569.68,256927704376.56
Norway,2014,105633.75,2.0699164572253725e-09,5137926.0,542.738,2014,Norway,51032.82,262202852731.32
Norway,2015,105580.383,2.052094109984022e-09,5190357.0,548.0,2015,Norway,51450.08,267044282878.56
Norway,2016,106194.953,2.058360177405489e-09,5236591.0,556.1,2016,Norway,51592.06,270166517067.46
Norway,2017,105901.328,2.018989358718757e-09,5277396.0,558.883,2017,Norway,52452.62,276813246977.52
Norway,2018,103558.188,1.9710789853165857e-09,5312321.0,550.134,2018,Norway,52538.8,279102970554.8
Norway,2019,96392.5,1.8266099550536088e-09,5348285.0,515.535,2019,Norway,52771.3,282235952220.5
Norway,2020,103888.891,2.0057056691394733e-09,5379836.0,558.905,2020,Norway,51796.659999999996,278657536147.76
Poland,2000,26426.166,3.347696264416109e-09,38504432.0,1017.525,2000,Poland,7893.84,303947825498.88
Poland,2001,26135.066,3.2380792488062285e-09,38662860.0,1010.456,2001,Poland,8071.16,312054129117.6
Poland,2002,25864.023,3.1094333215495438e-09,38647476.0,999.579,2002,Poland,8317.92,321466613569.92
Poland,2003,26777.979,3.077109010778575e-09,38621536.0,1034.207,2003,Poland,8702.32,336096965163.51996
Poland,2004,26977.344,2.9190835815254667e-09,38596040.0,1041.219,2004,Poland,9241.72,356693794788.8
Poland,2005,27590.934,2.856138115130315e-09,38575912.0,1064.345,2005,Poland,9660.22,372651796620.63995
Poland,2006,28976.988,2.796784765135648e-09,38547180.0,1116.981,2006,Poland,10360.82,399380393487.6
Poland,2007,28913.844,2.5812376406302098e-09,38521868.0,1113.815,2007,Poland,11201.539999999999,431504245276.72
Poland,2008,29419.189,2.4958081538033865e-09,38522884.0,1133.312,2008,Poland,11787.44,454086183776.96
Poland,2009,28364.893,2.3202070884622752e-09,38555288.0,1093.617,2009,Poland,12225.16,471344564646.08
Poland,2010,30213.855,2.3645993322449475e-09,38597356.0,1166.175,2010,Poland,12777.58,493180804078.48
Poland,2011,30370.395,2.2431877539892598e-09,38620848.0,1172.93,2011,Poland,13538.94,522885343821.12
Poland,2012,29494.252,2.145753980074586e-09,38625872.0,1139.241,2012,Poland,13745.4,530928060988.8
Poland,2013,29578.533,2.131884805445045e-09,38607352.0,1141.949,2013,Poland,13874.36,535652300294.72003
Poland,2014,28535.256,1.979723583147851e-09,38581880.0,1100.944,2014,Poland,14413.76,556109958668.8
Poland,2015,28851.459,1.916188154339696e-09,38553148.0,1112.315,2015,Poland,15056.7,580483183491.6
Poland,2016,30122.609,1.941763678386608e-09,38532108.0,1160.688,2016,Poland,15513.02,597749362046.16
Poland,2017,31295.422,1.918529003482138e-09,38532816.0,1205.901,2017,Poland,16312.2,628555001155.2001
Poland,2018,31661.174,1.8315849188237603e-09,38521464.0,1219.635,2018,Poland,17286.22,665890501426.0801
Poland,2019,30777.799,1.7034383161037291e-09,38493600.0,1184.748,2019,Poland,18068.04,695503904544.0
Poland,2020,29514.133,1.6657956338424981e-09,38428368.0,1134.18,2020,Poland,17717.74,680863832848.3201
Portugal,2000,28476.131,1.9651386553844487e-09,10300632.0,293.322,2000,Portugal,14490.64,149262750084.47998
Portugal,2001,28699.385,1.9489442742368103e-09,10371815.0,297.665,2001,Portugal,14725.62,152731406400.30002
Portugal,2002,28321.012,1.9115772396909176e-09,10430913.0,295.414,2002,Portugal,14815.52,154539400169.76
Portugal,2003,28965.469,1.9730739293251253e-09,10473345.0,303.365,2003,Portugal,14680.36,153752475004.2
Portugal,2004,28331.549,1.892721835461775e-09,10501523.0,297.524,2004,Portugal,14968.66,157193727269.18
Portugal,2005,28219.037,1.8670361979303038e-09,10523314.0,296.958,2005,Portugal,15114.36,159053156189.04
Portugal,2006,27957.99,1.817630823863055e-09,10543946.0,294.788,2006,Portugal,15381.58,162182548914.68
Portugal,2007,28116.701,1.7800160140910106e-09,10565547.0,297.068,2007,Portugal,15795.74,166890633369.78
Portugal,2008,27100.385,1.708032993054768e-09,10580963.0,286.748,2008,Portugal,15866.42,167882002962.46
Portugal,2009,27307.855,1.768731717293775e-09,10591341.0,289.227,2009,Portugal,15439.24,163522255620.84
Portugal,2010,28813.4,1.8251286646601957e-09,10588401.0,305.088,2010,Portugal,15787.06,167159721891.06
Portugal,2011,27547.613,1.7678629329699779e-09,10564820.0,291.036,2011,Portugal,15582.46,164625885057.19998
Portugal,2012,25259.119,1.6827300098723785e-09,10522085.0,265.779,2012,Portugal,15010.82,157945123959.69998
Portugal,2013,27884.039,1.8646071560625744e-09,10464537.0,291.794,2013,Portugal,14954.4,156490872112.8
Portugal,2014,28600.113,1.887294128932232e-09,10408379.0,297.681,2014,Portugal,15154.039999999999,157728991701.16
Portugal,2015,28096.076,1.8138104200087948e-09,10365436.0,291.228,2015,Portugal,15490.08,160561432874.88
Portugal,2016,30146.477,1.9016521451238975e-09,10332751.0,311.496,2016,Portugal,15852.78,163802828397.78
Portugal,2017,29287.125,1.7805246943521616e-09,10307528.0,301.878,2017,Portugal,16448.6,169544405060.8
Portugal,2018,29893.375,1.7641839219569655e-09,10289833.0,307.598,2018,Portugal,16944.6,174357104251.8
Portugal,2019,28468.561,1.636619463790642e-09,10289921.0,292.939,2019,Portugal,17394.72,178990294617.12003
Portugal,2020,25782.078,1.6180565753261137e-09,10298186.0,265.509,2020,Portugal,15934.0,164091295724.0
Romania,2000,19175.828,4.362307919963667e-09,21919882.0,420.332,2000,Romania,4395.8,96355417295.6
Romania,2001,19502.389,4.001967320211136e-09,21797588.0,425.105,2001,Romania,4873.2,106224005841.59999
Romania,2002,20380.363,3.789666589999908e-09,21653530.0,441.307,2002,Romania,5377.88,116450085916.40001
Romania,2003,20540.846,3.5361759294514084e-09,21481322.0,441.245,2003,Romania,5808.78,124780273607.15999
Romania,2004,21481.434,3.2900422297581007e-09,21289292.0,457.324,2004,Romania,6529.22,139002471112.24
Romania,2005,21728.15,3.0975263130227596e-09,21092264.0,458.296,2005,Romania,7014.68,147955482435.52002
Romania,2006,22364.223,2.813020107704357e-09,20909406.0,467.623,2006,Romania,7950.26,166235214145.56
Romania,2007,21750.25,2.4329731944576437e-09,20744226.0,451.192,2007,Romania,8939.78,185448816710.28
Romania,2008,21966.107,2.1673203654971647e-09,20597516.0,452.447,2008,Romania,10135.14,208758708312.24
Romania,2009,19314.918,1.9635115048908977e-09,20466318.0,395.305,2009,Romania,9836.92,201325532860.56
Romania,2010,19617.842,1.932080511972623e-09,20335212.0,398.933,2010,Romania,10153.74,206478455492.88
Romania,2011,20211.152,1.8981373247712703e-09,20220286.0,408.675,2011,Romania,10647.88,215303178893.68
Romania,2012,19514.234,1.7902591254903244e-09,20137112.0,392.96,2012,Romania,10900.22,219498950964.63998
Romania,2013,18270.229,1.665709909895988e-09,20066550.0,366.62,2013,Romania,10968.42,220098348351.0
Romania,2014,19029.295,1.660217371818222e-09,19995836.0,380.507,2014,Romania,11461.94,229191072481.84
Romania,2015,19213.441,1.6172320368670232e-09,19906078.0,382.464,2015,Romania,11880.44,236492965314.32
Romania,2016,19323.846,1.5720514237204647e-09,19797820.0,382.57,2016,Romania,12292.12,243357179178.40002
Romania,2017,19747.191,1.38455523577748e-09,19698852.0,388.997,2017,Romania,14262.48,280954482672.95996
Romania,2018,20218.59,1.3587748194302572e-09,19606778.0,396.421,2018,Romania,14880.0,291748856640.0
Romania,2019,19839.047,1.3752141469201288e-09,19524212.0,387.342,2019,Romania,14426.16,281659406185.92
Romania,2020,18998.812,1.2356158520391475e-09,19442040.0,369.376,2020,Romania,15376.0,298940807040.0
Russia,2000,49127.297,7.50853508454225e-09,146844848.0,7214.09,2000,Russia,6542.86,960785282185.2799
Russia,2001,50112.773,7.095694815353735e-09,146235520.0,7328.268,2001,Russia,7062.42,1032776661158.4
Russia,2002,50130.184,6.59557285651843e-09,145590144.0,7298.46,2002,Russia,7600.58,1106569536683.52
Russia,2003,51387.617,6.129965122770344e-09,144946720.0,7448.467,2003,Russia,8383.02,1215091252694.4001
Russia,2004,52053.328,5.641891204977099e-09,144353648.0,7514.088,2004,Russia,9226.22,1331838514250.5598
Russia,2005,52182.891,5.181675222530803e-09,143800048.0,7503.902,2005,Russia,10070.66,1448161391391.68
Russia,2006,54674.262,4.8969509294176826e-09,143338672.0,7836.936,2006,Russia,11164.96,1600370539333.1199
Russia,2007,55047.945,4.435358480761223e-09,143117680.0,7878.334,2007,Russia,12411.16,1776256425308.8
Russia,2008,55313.555,4.137430160056182e-09,143086544.0,7914.625,2008,Russia,13369.06,1912932591928.64
Russia,2009,52542.598,4.167295719376853e-09,143163648.0,7522.19,2009,Russia,12608.32,1805053086351.3599
Russia,2010,54554.844,4.048014028399722e-09,143242592.0,7814.577,2010,Russia,13476.94,1930471817828.48
Russia,2011,56364.211,3.930393997082615e-09,143364544.0,8080.629,2011,Russia,14340.6,2055933579686.4001
Russia,2012,56593.086,3.8001321433298505e-09,143629360.0,8128.429,2012,Russia,14892.4,2138985880864.0
Russia,2013,55798.707,3.68995145210824e-09,143956864.0,8032.607,2013,Russia,15121.8,2176886906035.2
Russia,2014,55844.656,3.732008429214989e-09,144285072.0,8057.55,2014,Russia,14963.7,2159038531886.4001
Russia,2015,54818.855,3.745234929619891e-09,144668384.0,7930.555,2015,Russia,14636.96,2117505349872.64
Russia,2016,55769.246,3.809843152590671e-09,145109152.0,8092.628,2016,Russia,14638.2,2124136788806.4001
Russia,2017,55974.684,3.7595463608348166e-09,145452544.0,8141.66,2017,Russia,14888.68,2165596382801.92
Russia,2018,57958.258,3.786191273818049e-09,145652288.0,8441.753,2018,Russia,15307.8,2229616094246.4
Russia,2019,57486.199,3.672939071364706e-09,145742288.0,8378.17,2019,Russia,15651.28,2281053357328.64
Russia,2020,55455.547,3.632261333252617e-09,145617328.0,8075.289,2020,Russia,15267.5,2223212555240.0
Serbia,2000,,,7935023.0,,2000,Serbia,3757.2,29813468415.6
Serbia,2001,,,7917792.0,,2001,Serbia,4056.66,32119790094.719997
Serbia,2002,,,7904272.0,,2002,Serbia,4436.72,35069041667.840004
Serbia,2003,,,7887466.0,,2003,Serbia,4735.56,37351568490.96001
Serbia,2004,,,7863399.0,,2004,Serbia,5277.44,41498616418.56
Serbia,2005,,,7830944.0,,2005,Serbia,5702.76,44657994205.44
Serbia,2006,26329.176,4.288660845843528e-09,7794792.0,205.23,2006,Serbia,6139.24,47854098838.08
Serbia,2007,26348.527,3.9462994441811175e-09,7758181.0,204.417,2007,Serbia,6676.78,51799667737.18
Serbia,2008,26371.516,3.6510480225598543e-09,7722801.0,203.662,2008,Serbia,7223.0,55781791623.0
Serbia,2009,25290.535,3.5234755066725067e-09,7688037.0,194.435,2009,Serbia,7177.74,55182730696.38
Serbia,2010,26212.141,3.533735840240322e-09,7653749.0,200.621,2010,Serbia,7417.68,56773060882.32
Serbia,2011,26607.537,3.4434223673694636e-09,7620925.0,202.774,2011,Serbia,7727.0599999999995,58887344730.49999
Serbia,2012,25157.438,3.2623004607211437e-09,7591357.0,190.979,2012,Serbia,7711.5599999999995,58541204986.92
Serbia,2013,25155.992,3.1550653199712995e-09,7566674.0,190.347,2013,Serbia,7973.2,60330605136.799995
Serbia,2014,22474.787,2.8502638040316556e-09,7543965.0,169.549,2014,Serbia,7885.16,59485371059.4
Serbia,2015,24964.811,3.0940403472279737e-09,7519501.0,187.723,2015,Serbia,8068.68,60672447328.68
Serbia,2016,25665.121,3.0620109199378604e-09,7493288.0,192.316,2016,Serbia,8381.78,62807091492.64001
Serbia,2017,26359.041,3.0636703912016233e-09,7464882.0,196.767,2017,Serbia,8603.74,64225903858.68
Serbia,2018,26481.451,2.9294866412078002e-09,7433825.0,196.858,2018,Serbia,9039.6,67198804470.0
Serbia,2019,26602.787,2.805713907327198e-09,7401056.0,196.889,2019,Serbia,9481.66,70174296632.95999
Serbia,2020,26211.984,2.7711972138401396e-09,7358010.0,192.868,2020,Serbia,9458.72,69597356347.2
Slovakia,2000,40591.293,4.708361445630876e-09,5376700.0,218.247,2000,Slovakia,8621.1,46353068370.0
Slovakia,2001,41766.941,4.690571311765719e-09,5376457.0,224.558,2001,Slovakia,8904.44,47874338769.08
Slovakia,2002,42124.301,4.534032855284011e-09,5375206.0,226.427,2002,Slovakia,9290.7,49939426384.200005
Slovakia,2003,40913.172,4.183667965868044e-09,5374381.0,219.883,2003,Slovakia,9779.26,52557469138.06
Slovakia,2004,40008.508,3.894143300687012e-09,5374932.0,215.043,2004,Slovakia,10274.02,55222158866.64
Slovakia,2005,42086.473,3.8459646060283554e-09,5376251.0,226.267,2005,Slovakia,10943.0,58832314693.0
Slovakia,2006,40946.383,3.4578986846007134e-09,5377239.0,220.178,2006,Slovakia,11841.38,63673930349.81999
Slovakia,2007,38418.406,2.935349288661281e-09,5378381.0,206.629,2007,Slovakia,13088.2,70393326204.2
Slovakia,2008,39431.949,2.860743054488911e-09,5381641.0,212.209,2008,Slovakia,13783.84,74179678481.44
Slovakia,2009,35687.539,2.7471297160592377e-09,5388934.0,192.318,2009,Slovakia,12990.86,70006887143.24
Slovakia,2010,38080.727,2.7993508443720973e-09,5396428.0,205.5,2010,Slovakia,13603.42,73409876583.76
Slovakia,2011,36591.309,2.6250115634886426e-09,5402686.0,197.691,2011,Slovakia,13939.46,75310525389.56
Slovakia,2012,35105.086,2.4893824404352137e-09,5409283.0,189.893,2012,Slovakia,14101.9,76281167937.7
Slovakia,2013,35936.512,2.535414563503058e-09,5414744.0,194.587,2013,Slovakia,14173.82,76747606802.08
Slovakia,2014,33419.594,2.2983243913570985e-09,5419572.0,181.12,2014,Slovakia,14540.86,78805237711.92
Slovakia,2015,33734.289,2.207488002809311e-09,5424449.0,182.99,2015,Slovakia,15281.76,82895127750.24
Slovakia,2016,34015.234,2.1868370165090156e-09,5431205.0,184.744,2016,Slovakia,15554.56,84480004044.8
Slovakia,2017,35774.91,2.2374485183892936e-09,5439418.0,194.595,2017,Slovakia,15989.18,86971833497.24
Slovakia,2018,35121.086,2.114404877788056e-09,5446746.0,191.296,2018,Slovakia,16610.42,90472738693.31999
Slovakia,2019,33892.781,1.9929927674281097e-09,5453932.0,184.849,2019,Slovakia,17005.98,92749458513.36
Slovakia,2020,33193.328,2.0227258166724423e-09,5456681.0,181.125,2020,Slovakia,16410.16,89545008278.96
Slovenia,2000,39623.406,2.9723501244397626e-09,1984339.0,78.626,2000,Slovenia,13330.62,26452469160.18
Slovenia,2001,41459.707,3.038585863467602e-09,1982489.0,82.193,2001,Slovenia,13644.34,27049753962.260002
Slovenia,2002,41222.289,2.925727488192197e-09,1983769.0,81.775,2002,Slovenia,14089.5,27950313325.5
Slovenia,2003,40319.898,2.7962398811834677e-09,1989413.0,80.213,2003,Slovenia,14419.34,28686022447.420002
Slovenia,2004,42659.852,2.8489922493232492e-09,1996731.0,85.18,2004,Slovenia,14973.62,29898291236.22
Slovenia,2005,42491.914,2.7450392100304513e-09,2004780.0,85.187,2005,Slovenia,15479.539999999999,31033072201.199997
Slovenia,2006,42687.348,2.629582222262943e-09,2013577.0,85.954,2006,Slovenia,16233.46,32687321686.42
Slovenia,2007,42242.93,2.4479440919701217e-09,2023230.0,85.467,2007,Slovenia,17256.46,34913787565.799995
Slovenia,2008,46037.57,2.607784273226127e-09,2034037.0,93.642,2008,Slovenia,17653.88,35908645113.560005
Slovenia,2009,42289.82,2.6329533007194196e-09,2045578.0,86.507,2009,Slovenia,16061.72,32855501074.16
Slovenia,2010,42123.359,2.6130070677723077e-09,2057294.0,86.66,2010,Slovenia,16120.619999999999,33164854802.28
Slovenia,2011,40734.336,2.526554636267466e-09,2065457.0,84.135,2011,Slovenia,16122.48,33300289173.36
Slovenia,2012,39508.945,2.5218161094878186e-09,2069365.0,81.758,2012,Slovenia,15666.78,32420286194.7
Slovenia,2013,39029.039,2.5205303415610268e-09,2072374.0,80.883,2013,Slovenia,15484.5,32089675203.0
Slovenia,2014,39987.75,2.5155722894286782e-09,2074923.0,82.972,2014,Slovenia,15896.18,32983349494.14
Slovenia,2015,35959.715,2.2148972051357545e-09,2080865.0,74.827,2015,Slovenia,16235.32,33783509151.8
Slovenia,2016,38266.707,2.2855157920687926e-09,2090020.0,79.978,2016,Slovenia,16743.1,34993413862.0
Slovenia,2017,38524.098,2.196464546559443e-09,2098396.0,80.839,2017,Slovenia,17539.18,36804145155.28
Slovenia,2018,39165.715,2.1442002439665175e-09,2105931.0,82.48,2018,Slovenia,18265.82,38466556578.42
Slovenia,2019,37905.922,2.0225240649614314e-09,2112905.0,80.092,2019,Slovenia,18741.98,39600023251.9
Slovenia,2020,36542.867,2.0513055363663896e-09,2117648.0,77.385,2020,Slovenia,17814.46,37724755590.08
Spain,2000,37495.703,2.2403017206755894e-09,40741652.0,1527.637,2000,Spain,16736.9,681888955358.8
Spain,2001,39003.945,2.2344812594087037e-09,40966448.0,1597.853,2001,Spain,17455.48,715089013735.04
Spain,2002,38938.438,2.1842567038277864e-09,41477652.0,1615.075,2002,Spain,17826.86,739416295332.72
Spain,2003,40418.156,2.2194808321042226e-09,42230268.0,1706.87,2003,Spain,18210.64,769040207651.52
Spain,2004,41185.832,2.207815990809237e-09,42959672.0,1769.33,2004,Spain,18654.56,801393778904.3201
Spain,2005,40779.031,2.129528767463618e-09,43685372.0,1781.447,2005,Spain,19149.32,836545167747.04
Spain,2006,40681.789,2.056470066917985e-09,44422824.0,1807.2,2006,Spain,19782.34,878787408128.16
Spain,2007,40817.645,2.011147055054875e-09,45245784.0,1846.826,2007,Spain,20295.7,918294858328.8
Spain,2008,39067.871,1.9185450847799973e-09,45966544.0,1795.815,2008,Spain,20363.28,936029606104.32
Spain,2009,35904.375,1.8285534148356585e-09,46367772.0,1664.806,2009,Spain,19635.4,910449750328.8
Spain,2010,36714.199,1.862972511467269e-09,46572776.0,1709.882,2010,Spain,19707.32,917824599920.32
Spain,2011,35901.07,1.8324347089514474e-09,46729232.0,1677.629,2011,Spain,19592.0,915519113344.0
Spain,2012,35681.477,1.8779822048729723e-09,46756084.0,1668.326,2012,Spain,18999.9,888360920391.6001
Spain,2013,34008.008,1.8086731732889925e-09,46603460.0,1584.891,2013,Spain,18802.74,876272741480.4
Spain,2014,33478.238,1.7507668518019542e-09,46464548.0,1555.551,2014,Spain,19122.04,888496945437.92
Spain,2015,33920.238,1.7066491868618414e-09,46431344.0,1574.962,2015,Spain,19875.34,922838748656.96
Spain,2016,34212.625,1.6720190245375238e-09,46473320.0,1589.974,2016,Spain,20461.86,950930567575.2001
Spain,2017,34520.543,1.641265857996774e-09,46584168.0,1608.111,2017,Spain,21032.88,979799215443.8401
Spain,2018,34986.293,1.633081532485166e-09,46792044.0,1637.08,2018,Spain,21423.48,1002448418793.12
Spain,2019,33764.863,1.5578981477036982e-09,47131372.0,1591.384,2019,Spain,21673.34,1021494250022.48
Spain,2020,30391.289,1.5896935960666237e-09,47363808.0,1439.447,2020,Spain,19117.7,905487072201.6
Sweden,2000,72085.086,3.399301215467927e-09,8871042.0,639.47,2000,Sweden,21205.86,188118074706.12
Sweden,2001,77094.32,3.586861425845267e-09,8896748.0,685.889,2001,Sweden,21493.54,191222609007.92
Sweden,2002,71925.883,3.261440777134447e-09,8926011.0,642.011,2002,Sweden,22053.4,196848890987.40002
Sweden,2003,68647.008,3.038781899875256e-09,8961506.0,615.181,2003,Sweden,22590.32,202443288221.91998
Sweden,2004,73592.023,3.1222859813256924e-09,9004263.0,662.642,2004,Sweden,23569.92,212229758568.96
Sweden,2005,75121.828,3.0862784734676414e-09,9051739.0,679.983,2005,Sweden,24340.579999999998,220324577268.62
Sweden,2006,70265.688,2.7647299157952543e-09,9104724.0,639.75,2006,Sweden,25415.04,231396924648.96002
Sweden,2007,70870.68,2.695931374816711e-09,9164274.0,649.478,2007,Sweden,26288.0,240910434912.0
Sweden,2008,69369.703,2.651971940421175e-09,9229282.0,640.233,2008,Sweden,26157.8,241417712699.6
Sweden,2009,63081.84,2.536266339052525e-09,9301413.0,586.75,2009,Sweden,24871.92,231344000022.96
Sweden,2010,66485.906,2.5151936886444627e-09,9381722.0,623.752,2010,Sweden,26433.7,247993624831.4
Sweden,2011,64929.965,2.488789301852956e-09,9467384.0,614.717,2011,Sweden,26088.98,246994391828.32
Sweden,2012,68276.211,2.652092980926974e-09,9555984.0,652.446,2012,Sweden,25744.26,246011736651.84
Sweden,2013,63351.668,2.452596814911216e-09,9648935.0,611.276,2013,Sweden,25830.44,249236236581.4
Sweden,2014,62421.891,2.3775119660395815e-09,9747507.0,608.458,2014,Sweden,26255.14,255922160935.97998
