country,year,solar_elec_per_capita,wind_elec_per_capita,hydro_elec_per_capita,coal_elec_per_capita,oil_elec_per_capita,gas_elec_per_capita
Serbia,2004,0.0,0.0,1350.561,3273.394,19.076,86.477
Serbia,2005,0.0,0.0,1457.04,2985.591,95.774,40.864
Serbia,2006,0.0,0.0,1327.81,3209.835,48.75,15.395
Serbia,2007,0.0,0.0,1219.358,3295.875,65.737,55.425
Serbia,2008,0.0,0.0,1237.893,3454.705,22.013,53.09
Serbia,2009,0.0,0.0,1370.961,3492.439,19.511,22.112
Serbia,2010,0.0,0.0,1553.487,3268.986,23.518,43.116
Serbia,2011,0.0,0.0,1137.657,3767.259,18.37,65.609
Serbia,2012,0.0,0.0,1223.76,3467.101,11.856,63.23
Serbia,2013,0.0,0.0,1348.016,3788.983,5.286,39.648
Serbia,2014,1.326,0.0,1458.119,2933.471,6.628,30.488
Serbia,2015,1.33,0.0,1340.515,3611.942,13.299,29.257
Serbia,2016,1.335,4.004,1439.955,3635.253,17.349,50.712
Serbia,2017,1.34,6.698,1225.739,3544.597,18.754,73.678
Serbia,2018,1.345,20.178,1431.295,3365.697,20.178,80.712
Serbia,2019,1.351,121.604,1278.196,3456.263,13.512,90.528
Serbia,2020,1.359,133.188,1227.234,3596.081,6.795,69.312
Slovakia,2000,0.0,0.0,857.403,1037.811,141.351,621.199
Slovakia,2001,0.0,0.0,916.961,1082.497,210.176,502.189
Slovakia,2002,0.0,0.0,980.428,958.103,213.945,466.959
Slovakia,2003,0.0,0.0,647.516,1108.965,215.839,446.563
Slovakia,2004,0.0,1.86,762.8,1056.758,221.398,450.238
Slovakia,2005,0.0,1.86,863.055,1030.458,225.064,405.487
Slovakia,2006,0.0,1.86,818.264,987.496,217.584,355.201
Slovakia,2007,0.0,1.859,827.387,892.462,213.819,301.206
Slovakia,2008,0.0,1.858,750.7,867.765,219.264,299.165
Slovakia,2009,0.0,1.856,810.921,716.283,196.699,365.564
Slovakia,2010,3.706,1.853,974.719,659.696,209.398,409.53
Slovakia,2011,74.037,0.0,699.652,657.081,203.602,583.043
Slovakia,2012,77.644,1.849,757.956,630.398,188.565,526.872
Slovakia,2013,108.962,1.847,895.703,566.97,166.213,441.387
Slovakia,2014,110.71,1.845,776.814,529.562,149.458,298.917
Slovakia,2015,94.019,1.844,713.437,521.712,167.759,294.961
Slovakia,2016,97.584,1.841,802.768,515.539,176.756,279.864
Slovakia,2017,93.76,1.838,794.203,549.691,185.682,307.018
Slovakia,2018,106.486,1.836,659.109,552.624,192.776,341.488
Slovakia,2019,108.179,1.834,799.423,429.048,155.851,562.897
Slovakia,2020,120.953,0.0,828.342,340.867,144.777,654.244
Slovenia,2000,0.0,0.0,1930.114,2323.192,25.197,146.144
Slovenia,2001,0.0,0.0,1916.782,2481.729,65.574,151.325
Slovenia,2002,0.0,0.0,1668.541,2671.682,35.286,146.186
Slovenia,2003,0.0,0.0,1487.876,2568.597,30.16,185.985
Slovenia,2004,0.0,0.0,2048.348,2599.249,25.041,180.295
Slovenia,2005,0.0,0.0,1725.875,2628.718,24.94,169.595
Slovenia,2006,0.0,0.0,1782.897,2696.693,29.798,183.753
Slovenia,2007,0.0,0.0,1616.227,2708.54,14.828,222.417
Slovenia,2008,0.0,0.0,1976.365,2620.405,9.833,235.984
Slovenia,2009,0.0,0.0,2302.528,2507.849,14.666,288.427
Slovenia,2010,4.861,0.0,2197.061,2571.339,4.861,267.341
Slovenia,2011,33.891,0.0,1723.589,2570.86,9.683,237.236
Slovenia,2012,77.318,0.0,1884.636,2483.854,9.665,256.117
Slovenia,2013,106.158,0.0,2234.153,2349.962,4.825,246.095
Slovenia,2014,125.306,0.0,2935.049,1812.115,24.097,178.32
Slovenia,2015,129.754,4.806,1830.969,2104.894,9.611,192.228
Slovenia,2016,129.185,4.785,2153.089,2397.106,9.569,200.955
Slovenia,2017,133.435,4.766,1844.266,2296.993,9.531,228.746
Slovenia,2018,118.712,4.748,2231.792,2193.804,9.497,227.928
Slovenia,2019,141.985,4.733,2120.303,2120.303,4.733,255.572
Slovenia,2020,174.722,4.722,2328.054,2058.888,9.444,273.889
Spain,2000,0.245,116.097,693.639,1941.257,612.395,495.316
Spain,2001,0.488,165.013,998.134,1715.306,645.162,570.223
Spain,2002,0.482,225.182,511.601,1957.199,726.897,780.902
Spain,2003,0.474,285.814,958.554,1769.584,605.49,932.27
Spain,2004,0.466,365.459,723.469,1841.262,590.088,1290.978
Spain,2005,1.145,484.83,420.965,1809.759,608.442,1808.615
Spain,2006,2.701,524.505,584.384,1502.381,577.856,2038.817
Spain,2007,11.493,609.339,603.592,1608.99,453.744,2095.223
Spain,2008,56.128,716.826,508.196,1059.684,435.969,2627.998
Spain,2009,130.694,822.123,569.577,774.46,453.548,2323.812
Spain,2010,154.382,950.555,908.256,543.88,391.001,2036.598
Spain,2011,201.159,918.483,654.836,941.167,355.88,1829.904
Spain,2012,256.009,1058.044,439.515,1177.815,362.52,1567.924
Spain,2013,281.095,1194.117,791.143,857.018,339.889,1234.672
Spain,2014,294.203,1119.348,843.008,942.869,350.59,1017.335
Spain,2015,298.505,1062.429,606.056,1106.365,416.098,1130.702
Spain,2016,293.502,1052.217,783.245,783.891,401.736,1136.781
Spain,2017,309.118,1054.65,393.267,968.784,381.245,1374.716
Spain,2018,272.268,1087.792,733.672,797.999,360.959,1239.527
Spain,2019,320.381,1180.742,523.006,272.854,317.835,1776.099
Spain,2020,436.409,1191.627,644.163,116.545,261.381,1472.432
Sweden,2000,0.0,51.854,8858.035,184.871,298.725,54.109
Sweden,2001,0.0,53.952,8886.394,211.313,437.238,44.96
Sweden,2002,0.0,68.34,7434.452,265.516,505.265,62.738
Sweden,2003,0.0,75.88,5974.442,318.027,631.59,81.46
Sweden,2004,0.0,95.51,6676.837,112.169,469.777,86.626
Sweden,2005,0.0,103.847,8042.654,71.809,387.771,66.286
Sweden,2006,0.0,107.636,6778.899,96.653,412.972,65.9
Sweden,2007,0.0,156.041,7219.339,70.928,320.811,90.569
Sweden,2008,0.0,216.702,7483.789,55.259,375.977,67.177
Sweden,2009,1.075,267.701,7079.569,54.83,274.152,167.716
Sweden,2010,1.066,372.0,7077.592,108.722,490.315,310.178
Sweden,2011,1.056,645.374,7016.722,69.713,367.578,166.889
Sweden,2012,2.093,749.269,8259.746,50.23,281.499,96.275
Sweden,2013,4.146,1019.802,6359.251,67.365,246.659,88.093
Sweden,2014,5.13,1152.089,6541.16,37.958,219.543,43.088
Sweden,2015,10.153,1656.963,7646.194,39.597,234.533,45.688
Sweden,2016,14.066,1555.26,6231.085,26.122,273.276,68.319
Sweden,2017,22.867,1750.812,6476.313,31.815,280.368,32.809
Sweden,2018,40.345,1635.457,6121.646,33.457,289.305,37.393
Sweden,2019,66.226,1933.205,6366.43,20.452,277.563,28.243
Sweden,2020,101.264,2655.038,6981.408,0.0,225.673,9.644
Switzerland,2000,1.392,0.0,4713.138,0.0,366.191,0.0
Switzerland,2001,1.384,0.0,5300.085,0.0,376.501,0.0
Switzerland,2002,1.374,0.0,4441.708,0.0,383.427,0.0
Switzerland,2003,2.728,0.0,4358.366,0.0,390.139,0.0
Switzerland,2004,2.71,1.355,4191.757,0.0,395.602,0.0
Switzerland,2005,2.692,1.346,3858.147,0.0,399.815,0.0
Switzerland,2006,2.676,1.338,3781.933,0.0,414.715,0.0
Switzerland,2007,3.978,2.652,4290.691,0.0,399.103,0.0
Switzerland,2008,3.928,2.618,4347.833,0.0,397.995,0.0
Switzerland,2009,6.465,2.586,4244.672,0.0,387.877,0.0
Switzerland,2010,11.505,5.113,4251.868,0.0,424.42,0.0
Switzerland,2011,21.489,8.848,3780.817,0.0,422.198,0.0
Switzerland,2012,37.52,11.256,4474.884,0.0,438.984,0.0
Switzerland,2013,61.817,11.127,4405.09,0.0,430.247,0.0
Switzerland,2014,102.592,12.213,4289.312,0.0,411.588,0.0
Switzerland,2015,135.237,13.282,4272.052,0.0,402.09,0.0
Switzerland,2016,158.846,13.138,3819.464,0.0,440.707,0.0
Switzerland,2017,198.777,15.382,3724.7,0.0,434.233,0.0
Switzerland,2018,229.023,14.094,3770.07,0.0,415.765,0.0
Switzerland,2019,254.21,17.492,4100.008,0.0,417.464,0.0
Switzerland,2020,300.974,17.364,4383.808,0.0,419.049,0.0
Turkey,2000,0.0,0.468,481.645,582.248,145.055,725.9
Turkey,2001,0.0,0.922,368.976,579.973,159.823,763.923
Turkey,2002,0.0,0.758,510.391,476.294,159.118,796.046
Turkey,2003,0.0,0.897,528.36,469.886,134.595,950.24
Turkey,2004,0.0,0.885,679.796,495.242,111.972,918.639
Turkey,2005,0.0,0.873,575.797,614.223,89.222,1069.505
Turkey,2006,0.0,1.868,635.62,655.304,76.866,1159.317
Turkey,2007,0.0,5.109,508.735,742.597,107.707,1348.539
Turkey,2008,0.0,11.918,466.484,790.514,123.807,1383.609
Turkey,2009,0.0,20.768,497.884,750.841,86.534,1330.552
Turkey,2010,0.0,39.893,707.695,729.145,52.326,1340.795
Turkey,2011,0.0,63.634,705.639,870.792,34.379,1402.785
Turkey,2012,0.0,77.845,768.623,881.141,44.369,1388.198
Turkey,2013,0.0,98.725,775.96,808.607,47.143,1372.752
Turkey,2014,0.256,109.074,520.278,951.07,52.873,1543.68
Turkey,2015,2.386,146.272,843.104,931.369,53.235,1245.76
Turkey,2016,12.836,191.559,829.801,1115.659,47.273,1101.341
Turkey,2017,35.205,218.054,709.223,1161.898,40.444,1345.965
Turkey,2018,94.192,240.915,723.832,1344.776,27.171,1116.783
Turkey,2019,110.803,260.297,1063.946,1331.669,24.796,686.258
Turkey,2020,130.147,295.119,928.146,1236.34,25.316,843.046
Ukraine,2000,0.0,0.205,230.566,1028.238,49.918,612.728
Ukraine,2001,0.0,0.413,248.479,1073.645,46.474,627.084
Ukraine,2002,0.0,0.417,200.723,1115.128,40.436,635.519
Ukraine,2003,0.0,0.63,194.095,1124.236,36.97,719.242
Ukraine,2004,0.0,0.635,248.614,930.347,36.604,793.873
Ukraine,2005,0.0,0.853,263.469,985.236,93.152,728.162
Ukraine,2006,0.0,0.644,276.654,1326.392,82.417,524.762
Ukraine,2007,0.0,1.08,218.945,1469.564,56.572,484.744
Ukraine,2008,0.0,1.085,249.876,1484.491,70.121,419.209
Ukraine,2009,0.0,0.872,260.336,1372.976,85.47,254.885
Ukraine,2010,0.0,1.094,287.853,1473.195,71.799,343.673
Ukraine,2011,0.659,1.977,240.574,1628.873,19.993,405.351
Ukraine,2012,7.268,6.387,230.805,1761.212,21.583,353.256
Ukraine,2013,12.581,14.126,304.588,1768.597,28.252,308.561
Ukraine,2014,9.524,25.029,187.826,1540.265,25.915,281.518
Ukraine,2015,10.671,24.009,120.047,1230.254,32.679,224.531
Ukraine,2016,10.929,21.189,171.077,1329.361,71.821,219.478
Ukraine,2017,16.571,21.945,200.415,1070.823,61.58,165.483
Ukraine,2018,24.749,26.773,234.662,1073.414,56.697,238.037
Ukraine,2019,66.273,45.69,147.248,1008.796,28.5,269.842
Ukraine,2020,135.961,74.471,172.172,879.761,38.26,323.163
United Kingdom,2000,0.0,16.143,86.491,2038.231,192.183,2516.226
United Kingdom,2001,0.0,16.415,68.706,2224.666,158.397,2401.339
United Kingdom,2002,0.0,21.228,80.7,2093.818,152.639,2565.55
United Kingdom,2003,0.0,21.626,54.149,2318.532,150.378,2495.901
United Kingdom,2004,0.0,32.336,80.672,2196.652,138.176,2618.014
United Kingdom,2005,0.166,48.026,81.479,2229.739,158.818,2527.833
United Kingdom,2006,0.164,69.568,75.489,2448.042,167.753,2316.142
United Kingdom,2007,0.163,86.026,82.924,2219.205,139.078,2706.303
United Kingdom,2008,0.324,115.318,83.249,2014.507,160.344,2854.128
United Kingdom,2009,0.321,149.092,84.025,1655.437,147.646,2674.983
United Kingdom,2010,0.637,163.958,57.202,1714.307,117.113,2798.755
United Kingdom,2011,3.792,252.187,89.909,1713.481,93.859,2314.875
United Kingdom,2012,21.157,311.086,83.217,2237.782,98.576,1569.848
United Kingdom,2013,31.259,441.664,73.092,2025.744,84.911,1490.46
United Kingdom,2014,62.526,493.412,90.932,1547.546,89.697,1557.581
United Kingdom,2015,115.448,617.407,96.59,1163.369,102.262,1531.329
United Kingdom,2016,158.403,565.987,81.791,467.137,114.69,2183.528
United Kingdom,2017,173.466,751.383,89.004,341.029,100.356,2069.937
United Kingdom,2018,191.772,856.653,81.887,253.338,106.724,1979.288
United Kingdom,2019,193.475,963.332,88.801,103.177,112.611,1955.415
United Kingdom,2020,198.779,1098.13,99.613,79.631,122.578,1658.528
United States,2000,1.735,19.795,956.202,6962.748,410.838,2177.738
United States,2001,1.892,23.61,729.112,6669.551,474.97,2238.865
United States,2002,1.907,35.894,886.387,6704.104,359.597,2396.426
United States,2003,1.821,38.439,918.107,6780.053,454.742,2232.525
United States,2004,1.973,48.104,884.272,6730.105,441.847,2415.734
United States,2005,1.853,59.998,888.552,6780.932,424.905,2563.513
United States,2006,1.701,88.706,943.076,6640.499,238.897,2723.708
United States,2007,2.015,113.793,794.766,6660.625,248.362,2961.551
United States,2008,2.813,181.096,813.033,6496.02,181.325,2888.435
United States,2009,2.885,239.504,871.344,5691.512,157.303,2985.232
United States,2010,3.888,304.162,818.49,5936.349,152.643,3174.018
United States,2011,5.798,382.889,996.984,5522.648,133.205,3229.581
United States,2012,13.674,444.716,856.747,4781.411,123.448,3871.419
United States,2013,28.305,525.526,826.238,4950.635,126.059,3522.002
United States,2014,89.804,564.071,786.221,4911.625,135.669,3498.42
United States,2015,120.237,587.54,751.646,4166.259,136.904,4107.973
United States,2016,167.69,693.713,798.05,3787.015,120.718,4212.308
United States,2017,234.33,771.094,890.988,3656.374,114.891,3931.093
United States,2018,281.086,820.949,862.949,3460.86,128.5,4423.225
United States,2019,319.724,885.021,845.329,2886.339,111.989,4743.395
United States,2020,389.115,1005.947,833.328,2302.153,102.22,4834.674
