country,iso_code,year,population,gdp,greenhouse_gas_emissions,primary_energy_consumption,energy_per_gdp,GDP_per_capita
Germany,DEU,2007,81183832.0,2000876207591.6802,308.99,3893.425,1.9458600113428574e-09,24646.24
Germany,DEU,2008,81217488.0,2050197414830.4,296.65,3934.661,1.9191620141251082e-09,25243.3
Germany,DEU,2009,81260624.0,1963017769605.4402,273.66,3692.18,1.880869372232996e-09,24157.06
Germany,DEU,2010,81325088.0,2072830107961.6,288.71,3847.15,1.8559890582558395e-09,25488.2
Germany,DEU,2011,81423384.0,2180288609577.12,286.0,3710.586,1.7018783585351527e-09,26777.18
Germany,DEU,2012,81545568.0,2188565619502.08,294.78,3761.915,1.7188952282161281e-09,26838.56
Germany,DEU,2013,81680592.0,2195785048887.3599,301.4,3868.519,1.7617931235847704e-09,26882.579999999998
Germany,DEU,2014,81858824.0,2239858797347.04,287.1,3710.461,1.656560227990616e-09,27362.46
Germany,DEU,2015,82073232.0,2259566357515.1997,287.23,3780.858,1.673267079510661e-09,27531.1
Germany,DEU,2016,82331432.0,2298578317435.1997,288.07,3842.884,1.671852540699143e-09,27918.6
Germany,DEU,2017,82624368.0,2359776737390.4,273.99,3892.673,1.6495937680548456e-09,28560.3
Germany,DEU,2018,82896696.0,2383590043643.04,260.4,3795.127,1.5921894833054388e-09,28753.74
Germany,DEU,2019,83148144.0,2410667576031.36,216.76,3697.411,1.5337705773962346e-09,28992.44
Germany,DEU,2020,83328992.0,2324672220899.84,188.66,3447.96,1.4832026506796538e-09,27897.52
Greece,GRC,2000,11038112.0,143476691209.6,37.46,373.052,2.6000878390415456e-09,12998.3
Greece,GRC,2001,11072182.0,150434193735.76,38.14,376.025,2.4995979348983233e-09,13586.68
Greece,GRC,2002,11096620.0,157508531333.6,38.04,376.371,2.389527708837901e-09,14194.28
Greece,GRC,2003,11110488.0,167941692412.80002,39.08,398.316,2.37175173286298e-09,15115.6
Greece,GRC,2004,11115089.0,177659136540.4,39.53,398.232,2.2415509146046164e-09,15983.6
Greece,GRC,2005,11113450.0,179782725188.0,39.82,399.606,2.22271633485436e-09,16177.039999999999
Greece,GRC,2006,11106097.0,190949569062.34003,38.58,411.306,2.1540032900818927e-09,17193.22
Greece,GRC,2007,11091491.0,198207827957.65997,42.0,419.35,2.1157085687331137e-09,17870.26
Greece,GRC,2008,11073621.0,198472066238.16,41.27,411.585,2.0737678999427125e-09,17922.96
Greece,GRC,2009,11055503.0,190826826182.4,39.04,396.398,2.0772655916894347e-09,17260.8
Greece,GRC,2010,11033784.0,181401367203.36002,34.69,378.437,2.086186040570208e-09,16440.54
Greece,GRC,2011,11004730.0,166131585877.4,36.72,371.285,2.2348850643850286e-09,15096.38
Greece,GRC,2012,10963633.0,154614853655.16,36.62,349.302,2.2591749223464254e-09,14102.52
Greece,GRC,2013,10914501.0,151140735497.7,31.25,328.303,2.1721675425153398e-09,13847.7
Greece,GRC,2014,10862972.0,152158083322.88,28.77,307.91,2.023619076132905e-09,14007.039999999999
Greece,GRC,2015,10806644.0,152065907178.88,27.07,311.723,2.0499203653407353e-09,14071.52
Greece,GRC,2016,10749742.0,151158572107.2,27.23,306.97,2.0307812896135342e-09,14061.6
Greece,GRC,2017,10692230.0,152292211869.8,28.03,322.177,2.115518555048899e-09,14243.26
Greece,GRC,2018,10633275.0,154293924222.0,25.54,324.05,2.100212316421176e-09,14510.48
Greece,GRC,2019,10574026.0,156489240384.4,21.63,316.865,2.0248356961900587e-09,14799.4
Greece,GRC,2020,10512232.0,141868247445.28,18.67,276.929,1.9520153733259744e-09,13495.539999999999
Hungary,HUN,2000,10202054.0,83044515518.92,14.48,280.802,3.381343105506167e-09,8139.98
Hungary,HUN,2001,10177955.0,87928167481.4,14.81,287.644,3.2713521530042937e-09,8639.08
Hungary,HUN,2002,10148404.0,93744664141.51999,14.38,280.912,2.9965652186446165e-09,9237.38
Hungary,HUN,2003,10118060.0,99304711676.0,14.73,284.387,2.8637815386631926e-09,9814.6
Hungary,HUN,2004,10094499.0,106389760870.62,13.43,288.927,2.7157406656018578e-09,10539.38
Hungary,HUN,2005,10073533.0,113301256534.86,12.84,308.077,2.7190960579083457e-09,11247.42
Hungary,HUN,2006,10057063.0,120049753042.18001,13.16,302.061,2.5161317899077185e-09,11936.86
Hungary,HUN,2007,10041171.0,123041296259.28,14.61,298.086,2.422650029400335e-09,12253.68
Hungary,HUN,2008,10023508.0,126659252259.76,14.3,293.896,2.320367401169094e-09,12636.22
Hungary,HUN,2009,10008581.0,120761736801.42,11.63,272.688,2.2580662320914346e-09,12065.82
Hungary,HUN,2010,9986832.0,124059622890.23999,12.05,277.827,2.2394635218728945e-09,12422.32
Hungary,HUN,2011,9953247.0,128887780442.04,11.49,269.464,2.0906869454639746e-09,12949.32
Hungary,HUN,2012,9922133.0,127537510040.72,10.72,251.116,1.9689579945525363e-09,12853.84
Hungary,HUN,2013,9894637.0,129834260430.16,8.68,238.041,1.83342208143933e-09,13121.68
Hungary,HUN,2014,9867906.0,135326291944.68001,7.91,238.269,1.760699983543493e-09,13713.78
Hungary,HUN,2015,9844250.0,140336280955.0,8.21,251.04,1.788846036760074e-09,14255.66
Hungary,HUN,2016,9815106.0,143425984654.68,8.78,255.495,1.7813717689660162e-09,14612.78
Hungary,HUN,2017,9788940.0,149549747734.8,8.94,269.293,1.8006917703234344e-09,15277.42
Hungary,HUN,2018,9776361.0,157570693944.72,8.51,271.203,1.7211512700143672e-09,16117.52
Hungary,HUN,2019,9771799.0,165227831443.36,8.69,274.892,1.6637148693332143e-09,16908.64
Hungary,HUN,2020,9750571.0,157729331735.82,8.59,270.327,1.713866387595994e-09,16176.42
Iceland,ISL,2000,281469.0,5777702904.24,0.2,33.23,5.751420685825499e-09,20526.96
Iceland,ISL,2001,285245.0,5976533108.599999,0.22,33.6,5.621988431997625e-09,20952.28
Iceland,ISL,2002,287799.0,5972232168.6,0.23,34.911,5.845553055279794e-09,20751.4
Iceland,ISL,2003,289806.0,6094915782.12,0.23,35.086,5.756601281174062e-09,21031.02
Iceland,ISL,2004,292364.0,6563449007.12,0.24,35.781,5.451554504527259e-09,22449.579999999998
Iceland,ISL,2005,297037.0,6976828818.959999,0.24,35.904,5.146177573173141e-09,23488.079999999998
Iceland,ISL,2006,304086.0,7297559217.24,0.28,39.382,5.396598893909985e-09,23998.34
Iceland,ISL,2007,311859.0,7948917916.38,0.34,45.02,5.663663969561088e-09,25488.82
Iceland,ISL,2008,317722.0,8039065588.400001,0.45,56.451,7.0220847658534075e-09,25302.2
Iceland,ISL,2009,318809.0,7452236889.160001,0.46,56.355,7.562158964910763e-09,23375.24
Iceland,ISL,2010,318346.0,7159365963.959999,0.46,56.386,7.875837090022382e-09,22489.26
Iceland,ISL,2011,319308.0,7273453070.4,0.47,56.377,7.751063965674226e-09,22778.8
Iceland,ISL,2012,320988.0,7350329891.039999,0.48,56.898,7.740877054968413e-09,22899.079999999998
Iceland,ISL,2013,324036.0,7683509228.400001,0.51,58.717,7.641950865753969e-09,23711.9
Iceland,ISL,2014,327650.0,7813489209.0,0.5,58.63,7.50368989215046e-09,23847.06
Iceland,ISL,2015,331068.0,8160607695.12,0.51,61.207,7.500299277540503e-09,24649.34
Iceland,ISL,2016,335677.0,8675055122.42,0.5,61.442,7.082606292749422e-09,25843.46
Iceland,ISL,2017,343641.0,9037682698.98,0.52,64.246,7.108680636381586e-09,26299.78
Iceland,ISL,2018,352951.0,9479917968.02,0.55,66.459,7.0105037010020454e-09,26859.02
Iceland,ISL,2019,360787.0,9649226667.779999,0.54,63.328,6.563012993721071e-09,26744.94
Iceland,ISL,2020,366682.0,8950032925.12,0.53,57.112,6.381205575200077e-09,24408.16
Ireland,IRL,2000,3768954.0,90682314684.36,14.66,173.349,1.9116075786483817e-09,24060.34
Ireland,IRL,2001,3829019.0,97252947259.48,15.48,183.168,1.8834184995061443e-09,25398.92
Ireland,IRL,2002,3894256.0,103852252663.36,15.01,181.354,1.7462692945897295e-09,26668.06
Ireland,IRL,2003,3958706.0,108908990029.56,14.64,176.855,1.6238787996472848e-09,27511.26
Ireland,IRL,2004,4031961.0,117563838198.78,14.78,180.362,1.5341622284825308e-09,29157.98
Ireland,IRL,2005,4121220.0,125772463477.2,15.02,188.174,1.4961462533021955e-09,30518.26
Ireland,IRL,2006,4234809.0,134681832727.68001,15.13,194.294,1.4426147615087244e-09,31803.52
Ireland,IRL,2007,4359841.0,141431672497.24,15.25,197.324,1.395189610048985e-09,32439.64
Ireland,IRL,2008,4452393.0,136873061313.78,15.62,196.379,1.4347527418109199e-09,30741.46
Ireland,IRL,2009,4499797.0,132173077256.64,13.87,176.612,1.3362176599480476e-09,29373.12
Ireland,IRL,2010,4524581.0,136402000457.28,13.84,178.3,1.307165579700146e-09,30146.88
Ireland,IRL,2011,4544504.0,138005679670.4,12.59,170.262,1.233731831955308e-09,30367.6
Ireland,IRL,2012,4564550.0,134029794560.0,13.11,167.469,1.2494908355994722e-09,29363.2
Ireland,IRL,2013,4588830.0,137078539302.6,11.88,164.997,1.2036676261611613e-09,29872.22
Ireland,IRL,2014,4622165.0,145384838363.6,11.61,164.553,1.1318442958161937e-09,31453.84
Ireland,IRL,2015,4665764.0,153886881454.96,12.35,173.913,1.1301353198901579e-09,32982.14
Ireland,IRL,2016,4715791.0,156969536278.54,13.49,181.641,1.1571735784304087e-09,33285.94
Ireland,IRL,2017,4771860.0,164099111791.19998,12.65,182.408,1.1115721347236557e-09,34388.92
Ireland,IRL,2018,4834506.0,174097619438.76,11.7,186.485,1.0711519238526829e-09,36011.46
Ireland,IRL,2019,4896021.0,181324529416.68002,10.3,187.375,1.0333681857759914e-09,37035.08
Ireland,IRL,2020,4946123.0,169076784795.09998,9.99,176.231,1.0423134093398453e-09,34183.7
Italy,ITA,2000,56966400.0,1155537219456.0,136.24,2099.285,1.8167177695827872e-09,20284.54
Italy,ITA,2001,56994992.0,1184174689685.44,135.36,2097.537,1.7713070700381059e-09,20776.82
Italy,ITA,2002,57107576.0,1196038228713.5999,145.06,2083.352,1.741877433333173e-09,20943.6
Italy,ITA,2003,57425176.0,1207603214132.16,148.87,2149.784,1.7802072525493694e-09,21029.16
Italy,ITA,2004,57860664.0,1236635141832.96,149.08,2197.52,1.7770156496950276e-09,21372.64
Italy,ITA,2005,58199876.0,1258318567040.64,149.15,2200.25,1.748563565405086e-09,21620.64
Italy,ITA,2006,58429904.0,1293794666702.72,153.63,2190.067,1.6927469685599035e-09,22142.68
Italy,ITA,2007,58778480.0,1323269340113.6,152.92,2148.299,1.6234782556176906e-09,22512.82
Italy,ITA,2008,59224228.0,1319791784742.48,149.57,2111.905,1.6001804408958937e-09,22284.66
Italy,ITA,2009,59562844.0,1257615844500.4,129.87,1971.705,1.567811831110699e-09,21114.1
Italy,ITA,2010,59822452.0,1289468167063.8398,131.12,2036.733,1.5795139826039336e-09,21554.92
Italy,ITA,2011,60025952.0,1308182788026.24,131.18,1997.912,1.5272422311979885e-09,21793.62
Italy,ITA,2012,60190152.0,1269181583102.4001,126.9,1943.877,1.5315988081456143e-09,21086.2
Italy,ITA,2013,60312600.0,1245849634404.0,111.71,1858.6,1.4918333229588597e-09,20656.54
Italy,ITA,2014,60322792.0,1245835765073.44,102.45,1762.32,1.4145684763642294e-09,20652.82
Italy,ITA,2015,60232908.0,1255556171918.16,109.38,1814.766,1.4453881400045324e-09,20845.02
Italy,ITA,2016,60118628.0,1271773504163.2002,110.21,1821.932,1.4325915692030339e-09,21154.4
Italy,ITA,2017,60004024.0,1292972709554.4,114.0,1843.121,1.425491030383154e-09,21548.1
Italy,ITA,2018,59877432.0,1304908875576.0,104.59,1853.64,1.4205129834692746e-09,21793.0
Italy,ITA,2019,59727936.0,1311167958570.24,102.57,1819.556,1.3877367793399487e-09,21952.34
Italy,ITA,2020,59500576.0,1194694215331.2,93.63,1651.962,1.3827488061805286e-09,20078.7
Latvia,LVA,2000,2392536.0,16776940939.199999,0.75,37.754,2.250350653126891e-09,7012.2
Latvia,LVA,2001,2359255.0,17704981962.399998,0.81,40.664,2.296754669751033e-09,7504.48
Latvia,LVA,2002,2326150.0,18770402195.0,0.83,41.022,2.1854619615410963e-09,8069.3
Latvia,LVA,2003,2294342.0,20116882429.679996,0.87,40.519,2.01417889385381e-09,8768.039999999999
Latvia,LVA,2004,2263453.0,21570752359.06,0.82,45.556,2.111933753709146e-09,9530.02
Latvia,LVA,2005,2233165.0,23634478461.0,0.83,46.958,1.9868430808611614e-09,10583.4
Latvia,LVA,2006,2203917.0,26138411541.66,1.1,44.543,1.7041203873084004e-09,11859.98
Latvia,LVA,2007,2176059.0,28388952756.359997,1.03,45.926,1.6177419573785148e-09,13046.039999999999
Latvia,LVA,2008,2150411.0,27121069548.44,1.09,46.243,1.7050581252854717e-09,12612.039999999999
Latvia,LVA,2009,2126268.0,23178107265.12,1.07,43.821,1.890620295210422e-09,10900.84
Latvia,LVA,2010,2101537.0,22332613391.6,1.57,49.67,2.2241015473219294e-09,10626.8
Latvia,LVA,2011,2076974.0,23730175660.64,1.57,44.336,1.868338466349316e-09,11425.36
Latvia,LVA,2012,2053635.0,25426876389.0,1.17,45.963,1.8076542040328713e-09,12381.4
Latvia,LVA,2013,2031491.0,25923531612.44,1.5,44.237,1.706441879191023e-09,12760.84
Latvia,LVA,2014,2011040.0,26394457571.2,1.35,40.747,1.5437710697438467e-09,13124.78
Latvia,LVA,2015,1991951.0,27391278361.98,1.57,41.746,1.5240617633218912e-09,13750.98
Latvia,LVA,2016,1973477.0,28035332670.62,1.69,44.499,1.587247082915243e-09,14206.06
Latvia,LVA,2017,1954861.0,28959858215.08,1.33,48.978,1.6912375618778457e-09,14814.28
Latvia,LVA,2018,1935632.0,30050299673.6,1.87,43.564,1.4497026809443818e-09,15524.8
Latvia,LVA,2019,1916552.0,30727273264.16,1.85,44.837,1.4591922821963333e-09,16032.58
Latvia,LVA,2020,1897057.0,29937190929.02,1.28,40.855,1.3646904980786517e-09,15780.86
Lithuania,LTU,2000,3599639.0,24118805177.260002,1.36,78.034,3.2354007350900207e-09,6700.34
Lithuania,LTU,2001,3560145.0,25620013869.3,1.57,91.266,3.5622931535319114e-09,7196.34
Lithuania,LTU,2002,3515799.0,27227824091.58,1.6,97.401,3.5772597792755874e-09,7744.42
Lithuania,LTU,2003,3469683.0,29940449756.28,1.66,102.134,3.4112380018131634e-09,8629.16
Lithuania,LTU,2004,3422593.0,31821626869.36,1.76,102.863,3.232487151656077e-09,9297.52
Lithuania,LTU,2005,3373536.0,34339762709.76,1.89,93.843,2.7327795125773565e-09,10179.16
Lithuania,LTU,2006,3322937.0,36910918361.04,1.55,89.617,2.4279265859337714e-09,11107.92
Lithuania,LTU,2007,3272416.0,40857946312.96,1.61,98.104,2.401099635516476e-09,12485.56
Lithuania,LTU,2008,3224384.0,41741585510.4,1.54,97.133,2.327007918177883e-09,12945.6
Lithuania,LTU,2009,3180482.0,35460656839.71999,1.71,90.034,2.5389828622450002e-09,11149.46
Lithuania,LTU,2010,3139021.0,36323746525.28,2.06,65.757,1.8103033494696243e-09,11571.68
Lithuania,LTU,2011,3099800.0,38904535868.0,1.52,68.498,1.7606687362216138e-09,12550.66
Lithuania,LTU,2012,3063340.0,40463964394.0,1.65,68.601,1.6953603293050585e-09,13209.1
Lithuania,LTU,2013,3028191.0,41841484068.12,1.35,63.406,1.5153860196921289e-09,13817.32
Lithuania,LTU,2014,2994928.0,43214594793.28,1.11,61.163,1.4153320259643168e-09,14429.26
Lithuania,LTU,2015,2963764.0,44043844775.92,1.33,63.925,1.451394634715214e-09,14860.78
Lithuania,LTU,2016,2933676.0,45266444659.44,0.83,65.15,1.4392559541654533e-09,15429.94
Lithuania,LTU,2017,2904452.0,47392407996.32,0.58,68.647,1.4484809466809624e-09,16317.16
Lithuania,LTU,2018,2876128.0,49271581516.16,0.45,70.799,1.4369134868703063e-09,17131.22
Lithuania,LTU,2019,2849083.0,51201782299.56,0.51,70.866,1.384053382856733e-09,17971.32
Lithuania,LTU,2020,2820269.0,50659476750.159996,1.19,70.294,1.387578485002374e-09,17962.64
Luxembourg,LUX,2000,435634.0,13521939957.12,0.12,37.204,2.751380357994429e-09,31039.68
Luxembourg,LUX,2001,441254.0,13823322909.44,0.36,39.867,2.8840388277969453e-09,31327.36
Luxembourg,LUX,2002,445920.0,14296284384.0,1.31,43.582,3.0484844054148607e-09,32060.2
Luxembourg,LUX,2003,451351.0,14472362193.54,1.31,45.704,3.158019360543699e-09,32064.54
Luxembourg,LUX,2004,457798.0,14936520410.24,1.57,51.78,3.466670856252524e-09,32626.88
Luxembourg,LUX,2005,464868.0,15351075637.920002,1.55,52.553,3.423408316104205e-09,33022.44
Luxembourg,LUX,2006,472402.0,16085769950.039999,1.63,51.627,3.2094826769465036e-09,34051.02
Luxembourg,LUX,2007,479877.0,17366460703.8,1.46,50.126,2.8863682044915346e-09,36189.4
Luxembourg,LUX,2008,488643.0,17081718126.779999,1.23,49.761,2.9131144555059014e-09,34957.46
Luxembourg,LUX,2009,497876.0,16277169600.720001,1.44,47.593,2.9239112921631524e-09,32693.22
Luxembourg,LUX,2010,507075.0,17003908239.0,1.49,50.116,2.9473224211510637e-09,33533.32
Luxembourg,LUX,2011,518207.0,17359530298.54,1.21,48.821,2.8123456775847223e-09,33499.22
Luxembourg,LUX,2012,530596.0,17657438986.0,1.23,47.953,2.7157392438405337e-09,33278.5
Luxembourg,LUX,2013,543068.0,18172825681.68,0.76,45.692,2.514303543122743e-09,33463.26
Luxembourg,LUX,2014,556075.0,18651867650.0,0.78,44.274,2.3737033111534006e-09,33542.0
Luxembourg,LUX,2015,569415.0,19152626562.300003,0.49,43.034,2.246898087842847e-09,33635.62
Luxembourg,LUX,2016,583355.0,20079032431.6,0.21,42.459,2.114593925012982e-09,34419.92
Luxembourg,LUX,2017,596290.0,20347167892.600002,0.22,44.355,2.1799102574924604e-09,34122.94
Luxembourg,LUX,2018,607920.0,20589107510.4,0.22,46.431,2.255124462123805e-09,33868.12
Luxembourg,LUX,2019,619981.0,21046023821.44,0.22,47.288,2.246885226454357e-09,33946.24
Luxembourg,LUX,2020,630401.0,20906101835.18,0.24,40.498,1.9371377944716355e-09,33163.18
Moldova,MDA,2000,4251571.0,7881562319.8,3.36,32.95,4.180643210448678e-09,1853.8
Moldova,MDA,2001,4200500.0,8206180810.0,3.6,32.234,3.928014839829005e-09,1953.62
Moldova,MDA,2002,4147644.0,8676373530.720001,3.7,35.498,4.09134068217718e-09,2091.88
Moldova,MDA,2003,4093984.0,9074315536.0,3.82,39.424,4.344570104885098e-09,2216.5
Moldova,MDA,2004,4046998.0,9567346091.88,3.72,36.806,3.847043855896255e-09,2364.06
Moldova,MDA,2005,4001380.0,10107005714.4,3.83,40.291,3.986442784196235e-09,2525.88
Moldova,MDA,2006,3942748.0,10372029453.68,3.9,42.639,4.110960173264035e-09,2630.66
Moldova,MDA,2007,3876847.0,10439030843.019999,3.78,37.104,3.5543529431000187e-09,2692.66
Moldova,MDA,2008,3812420.0,10995934260.8,3.85,38.324,3.485288206625907e-09,2884.24
Moldova,MDA,2009,3749496.0,10096117899.359999,3.98,34.537,3.4208197986861197e-09,2692.66
Moldova,MDA,2010,3678186.0,10524393601.800001,3.9,34.162,3.2459827418614622e-09,2861.3
Moldova,MDA,2011,3595135.0,10904188260.4,3.71,33.101,3.035622570843779e-09,3033.04
Moldova,MDA,2012,3507197.0,10685306955.96,3.78,45.268,4.236471650891661e-09,3046.68
Moldova,MDA,2013,3416532.0,11468204633.76,2.86,44.536,3.883432622827056e-09,3356.68
Moldova,MDA,2014,3338338.0,11888756352.640001,3.45,42.598,3.5830492893010414e-09,3561.28
Moldova,MDA,2015,3277390.0,11752982731.199999,3.94,38.075,3.239603160389608e-09,3586.08
Moldova,MDA,2016,3225125.0,12203421482.5,3.83,38.051,3.118059968228259e-09,3783.86
Moldova,MDA,2017,3180515.0,12671553421.8,3.19,38.689,3.053216816609073e-09,3984.12
Moldova,MDA,2018,3141839.0,13168075616.8,3.46,41.251,3.1326521202058897e-09,4191.2
Moldova,MDA,2019,3109496.0,13645587866.56,3.65,41.944,3.0738140716376426e-09,4388.36
Moldova,MDA,2020,3084848.0,12548606391.36,3.98,40.321,3.2131854918775616e-09,4067.82
Montenegro,MNE,2005,632885.0,3532283077.4,0.86,,,5581.24
Montenegro,MNE,2006,632551.0,4042608138.96,1.02,15.352,3.797548382700642e-09,6390.96
Montenegro,MNE,2007,631931.0,4712145164.94,0.74,13.809,2.9305124347067585e-09,7456.74
Montenegro,MNE,2008,631475.0,5305021475.0,1.1,15.605,2.941552654129454e-09,8401.0
Montenegro,MNE,2009,631187.0,5266990416.46,0.62,13.46,2.5555391097610176e-09,8344.58
Montenegro,MNE,2010,631048.0,5677034017.6,1.11,16.806,2.9603486517603847e-09,8996.2
Montenegro,MNE,2011,631801.0,6168361615.139999,1.22,13.863,2.2474363315493397e-09,9763.14
Montenegro,MNE,2012,633053.0,6052632394.06,1.16,13.469,2.225312743793652e-09,9561.02
Montenegro,MNE,2013,633951.0,6313949095.68,1.24,14.505,2.2972944159344444e-09,9959.68
Montenegro,MNE,2014,634301.0,6464123432.940001,1.2,12.962,2.005221610396237e-09,10190.94
Montenegro,MNE,2015,633969.0,6779905394.219999,1.28,13.335,1.9668416039209555e-09,10694.38
Montenegro,MNE,2016,633264.0,6979671159.36,1.11,13.316,1.9078262708899613e-09,11021.74
Montenegro,MNE,2017,632445.0,7309040376.0,1.14,12.434,1.7011809157366734e-09,11556.8
Montenegro,MNE,2018,631459.0,7680145345.86,1.32,13.799,1.7967107884798539e-09,12162.539999999999
Montenegro,MNE,2019,630403.0,7992488787.139999,1.27,12.898,1.6137651667091507e-09,12678.38
Montenegro,MNE,2020,629058.0,6769117001.759999,1.36,11.287,1.6674257509606249e-09,10760.72
Netherlands,NLD,2000,15899138.0,373597944724.0,50.35,1006.819,2.6949264957648514e-09,23498.0
Netherlands,NLD,2001,15981630.0,382829079141.6,52.66,1045.557,2.7311326567574343e-09,23954.32
Netherlands,NLD,2002,16057042.0,384804763544.12,53.74,1046.061,2.7184200901402385e-09,23964.86
Netherlands,NLD,2003,16127574.0,388004916527.52,54.31,1053.076,2.71407901071096e-09,24058.48
Netherlands,NLD,2004,16196036.0,398468482342.24,55.56,1088.744,2.732321496546596e-09,24602.84
Netherlands,NLD,2005,16261834.0,410139390077.32,53.75,1112.242,2.711863397929954e-09,25220.98
Netherlands,NLD,2006,16325679.0,428025672481.25995,53.13,1089.576,2.545585627338053e-09,26217.94
Netherlands,NLD,2007,16391232.0,447244272034.56,56.43,1107.524,2.4763290873726785e-09,27285.579999999998
Netherlands,NLD,2008,16460775.0,457632919300.5,56.38,1094.389,2.391412317262475e-09,27801.42
Netherlands,NLD,2009,16536200.0,442690279476.0,58.9,1079.291,2.438027329801608e-09,26770.98
Netherlands,NLD,2010,16617121.0,451378169256.24,61.36,1170.651,2.593503806196353e-09,27163.44
Netherlands,NLD,2011,16701470.0,461735854237.39996,57.85,1115.092,2.4149998094509665e-09,27646.42
Netherlands,NLD,2012,16785296.0,457569854607.36,53.47,1095.699,2.3946048651745596e-09,27260.16
Netherlands,NLD,2013,16867352.0,457872029021.92,53.21,1062.885,2.3213582237606305e-09,27145.46
Netherlands,NLD,2014,16954080.0,465093138681.60004,55.25,1016.331,2.1852203687222618e-09,27432.52
Netherlands,NLD,2015,17041110.0,474527771526.60004,60.16,1034.106,2.1792317795714772e-09,27846.06
Netherlands,NLD,2016,17124512.0,484717531925.76,61.3,1043.622,2.1530518936538955e-09,28305.48
Netherlands,NLD,2017,17207204.0,498281395414.88,59.32,1051.377,2.1100065338072686e-09,28957.72
Netherlands,NLD,2018,17286042.0,509384739935.16,56.49,1025.894,2.013986520543562e-09,29467.98
Netherlands,NLD,2019,17363260.0,518270044231.6,54.93,1021.601,1.9711750879112664e-09,29848.66
Netherlands,NLD,2020,17434562.0,497385040238.16003,48.51,988.636,1.987667340229246e-09,28528.68
North Macedonia,MKD,2000,2037940.0,10214318315.2,4.6,30.848,3.020074276919182e-09,5012.08
North Macedonia,MKD,2001,2053391.0,9974757460.699999,4.71,29.025,2.9098451881518842e-09,4857.7
North Macedonia,MKD,2002,2064739.0,10195020465.52,4.37,28.361,2.7818482656232155e-09,4937.68
North Macedonia,MKD,2003,2071150.0,10478362080.0,4.42,31.976,3.0516219763995785e-09,5059.2
North Macedonia,MKD,2004,2075879.0,11018392073.779999,4.28,31.577,2.8658446521559577e-09,5307.82
North Macedonia,MKD,2005,2078667.0,11579630256.9,4.51,32.658,2.8202973044445827e-09,5570.7
North Macedonia,MKD,2006,2081081.0,12213697902.52,4.41,33.201,2.718341346329663e-09,5868.92
North Macedonia,MKD,2007,2083494.0,13045547661.72,4.47,32.975,2.5276823062599114e-09,6261.38
North Macedonia,MKD,2008,2086228.0,13806406556.64,4.49,31.932,2.312839323469201e-09,6617.88
North Macedonia,MKD,2009,2089793.0,13809268552.28,4.56,31.45,2.2774558899288982e-09,6607.96
North Macedonia,MKD,2010,2093828.0,14329237547.68,4.0,34.147,2.3830297939005572e-09,6843.56
North Macedonia,MKD,2011,2097110.0,14719657032.199999,4.36,34.064,2.3141843539889053e-09,7019.0199999999995
North Macedonia,MKD,2012,2099486.0,14651724937.92,4.19,31.627,2.1585854316815926e-09,6978.72
North Macedonia,MKD,2013,2102220.0,15077458195.199999,3.6,30.224,2.0045819135231956e-09,7172.16
North Macedonia,MKD,2014,2105293.0,15621610906.88,3.31,27.964,1.7900842727867598e-09,7420.16
North Macedonia,MKD,2015,2107965.0,16223025117.9,2.94,29.483,1.8173552580812652e-09,7696.0599999999995
North Macedonia,MKD,2016,2110194.0,16685008530.84,2.78,30.59,1.8333823410074072e-09,7906.86
North Macedonia,MKD,2017,2111982.0,16862824601.519999,3.29,29.432,1.7453778175067437e-09,7984.36
North Macedonia,MKD,2018,2113497.0,17346653437.32,2.8,29.401,1.6949090558727596e-09,8207.56
North Macedonia,MKD,2019,2114175.0,18024652663.5,3.43,31.056,1.7229735618089628e-09,8525.62
North Macedonia,MKD,2020,2111078.0,17180206093.36,2.82,27.07,1.575650481309553e-09,8138.12
Norway,NOR,2000,4491204.0,150476891779.2,3.64,580.512,3.857814931822259e-09,33504.8
Norway,NOR,2001,4514019.0,158344383528.84,3.2,524.996,3.3155328171420746e-09,35078.36
Norway,NOR,2002,4538435.0,165565739548.0,3.42,546.265,3.299384289837509e-09,36480.8
Norway,NOR,2003,4565167.0,172235716216.08,2.94,482.027,2.798647171387312e-09,37728.24
Norway,NOR,2004,4592284.0,184567935169.91998,3.03,490.929,2.6598823871981492e-09,40190.88
Norway,NOR,2005,4623691.0,195247281597.78,3.68,560.754,2.8720194996373045e-09,42227.58
Norway,NOR,2006,4661081.0,206079535258.42,3.35,513.554,2.49201843043761e-09,44212.82
Norway,NOR,2007,4709582.0,218645170099.19998,3.85,551.271,2.5213042654904592e-09,46425.6
Norway,NOR,2008,4768654.0,226242303660.56,3.82,564.522,2.4952097413531204e-09,47443.64
Norway,NOR,2009,4829195.0,229425975563.40002,5.27,521.254,2.2719920825005086e-09,47508.12
Norway,NOR,2010,4889747.0,237911227054.64,5.47,500.38,2.1032214670772134e-09,48655.12
Norway,NOR,2011,4953565.0,247610188016.90002,5.22,507.487,2.049540061596184e-09,49986.26
Norway,NOR,2012,5019058.0,254313159331.0,5.1,562.048,2.210062591643043e-09,50669.5
Norway,NOR,2013,5080667.0,256927704376.56,4.75,526.926,2.050872642475813e-09,50569.68
Norway,NOR,2014,5137926.0,262202852731.32,4.97,542.738,2.0699164572253725e-09,51032.82
Norway,NOR,2015,5190357.0,267044282878.56,5.03,548.0,2.052094109984022e-09,51450.08
