country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Sweden,2003,SWE,8961506.0,326406144000.0,,0.0,0.0,0.0,503.264,4.51,3.331,0.0,72.383,-1.956,-0.679,3798.834,34.043,318.027,2.85,,0.0,0.0,0.0,2.105,5.534,148.22,135.39,22.008,-4.179,-26.831,68647.008,1.885,5.56,13.481,1031.077,9.24,28558.111,255.924,6.825,41.601,-0.282,-0.026,9.253,81.46,0.73,1032.485,,0.0,0.0,0.0,0.539,1.504,9.8,-19.316,-38.415,155.273,5974.442,53.54,17326.623,39.545,25.24,-9.413,-40.311,359.257,14076.875,126.15,40088.891,93.175,58.399,12.83,8.656,-1.022,-3.16,187.612,7523.289,67.42,20935.363,49.797,30.497,7.149,14.186,212.628,631.59,5.66,23726.793,,0.0,0.0,0.0,4.181,34.563,14.397,4.51,0.0,8.024,1.069,503.264,0.0,1606.52,3.331,0.0,2.34,15107.952,615.181,-17.447,-37.152,171.644,6553.586,58.73,19153.527,43.378,27.901,0.0,-0.0,0.006,0.0,0.0,0.647,0.0,0.001,11.678,0.195,1.969,75.88,0.68,219.738,0.502,0.32
Sweden,2004,SWE,9004263.0,341905244160.0,,0.0,0.0,0.0,799.621,7.2,4.747,0.0,54.124,2.883,0.982,3889.801,35.025,112.169,1.01,,0.0,0.0,0.0,0.666,5.286,149.59,151.69,22.892,7.715,47.461,73592.023,1.938,-3.163,-8.095,668.572,6.02,27523.486,247.829,3.969,37.4,-0.436,-0.04,9.212,86.626,0.78,1023.106,,0.0,0.0,0.0,0.514,1.39,8.21,13.164,19.321,174.594,6676.837,60.12,19390.096,39.633,26.348,15.986,55.556,414.813,16177.893,145.67,46068.543,96.031,62.6,-2.1,-1.404,15.213,27.165,214.778,8605.923,77.49,23852.869,51.084,32.412,-4.25,-9.036,203.592,469.777,4.23,22610.578,,0.0,0.0,0.0,2.789,30.724,22.987,7.2,0.0,59.667,8.59,799.621,0.0,2552.909,4.747,0.0,3.469,16846.465,662.642,16.874,28.391,200.036,7571.969,68.18,22215.672,44.947,30.188,0.0,-0.0,0.006,0.0,0.0,0.64,0.0,0.001,25.184,0.48,2.449,95.51,0.86,272.027,0.567,0.37
Sweden,2005,SWE,9051739.0,354498740224.0,,1.687,186.41,1.687,827.465,7.49,4.729,0.248,48.178,-8.593,-3.01,3536.903,32.015,71.809,0.65,,0.0,0.0,0.0,0.41,4.708,150.98,158.37,23.29,2.617,17.341,75121.828,1.918,-1.288,-3.192,525.866,4.76,27026.475,244.637,3.006,35.977,-4.723,-0.435,8.777,66.286,0.6,969.675,,0.0,0.0,0.0,0.379,1.291,7.63,19.501,32.727,207.321,8042.654,72.8,22903.98,45.968,30.489,6.083,20.533,435.347,16970.219,153.61,48095.352,96.994,64.023,-7.39,-4.895,-6.412,-15.044,199.734,7996.253,72.38,22065.807,45.703,29.373,0.124,0.253,203.844,387.771,3.51,22519.896,,0.0,0.0,0.0,2.216,29.978,23.909,7.49,0.0,4.011,0.922,827.465,0.0,2641.371,4.729,0.0,3.516,17496.084,679.983,20.222,35.577,235.613,8973.967,81.23,26029.543,51.291,34.65,0.0,-0.0,0.006,0.0,0.0,0.633,0.0,0.001,10.511,0.24,2.69,103.847,0.94,297.15,0.594,0.396
Sweden,2006,SWE,9104724.0,372237959168.0,17.079,0.288,216.976,1.976,918.205,8.36,5.835,0.309,54.788,10.416,3.335,3882.583,35.35,96.653,0.88,,0.0,0.0,0.0,0.614,5.526,149.32,143.28,22.396,-5.917,-40.233,70265.688,1.719,2.223,5.437,575.525,5.24,27466.377,250.074,3.657,39.089,4.688,0.412,9.189,65.9,0.6,1009.229,,0.0,0.0,0.0,0.419,1.436,7.85,-14.9,-32.0,175.321,6778.899,61.72,19256.082,43.076,27.405,-9.854,-45.671,389.676,15161.36,138.04,42799.309,96.343,60.911,6.04,4.045,-7.86,-16.857,182.877,7356.621,66.98,20085.971,46.748,28.586,0.83,1.691,205.535,412.972,3.76,22574.564,,0.0,0.0,0.0,2.624,32.127,26.684,8.36,0.0,11.608,2.775,918.205,0.0,2930.813,5.835,0.0,4.171,15736.886,639.75,-11.611,-28.814,206.799,7804.739,71.06,22713.342,49.595,32.325,0.0,-0.0,0.006,0.0,0.0,0.625,0.0,0.001,5.205,0.122,2.812,107.636,0.98,308.844,0.684,0.44
Sweden,2007,SWE,9164274.0,387885170688.0,9.871,0.195,236.845,2.171,1073.735,9.84,6.612,0.334,51.539,-6.823,-2.412,3594.155,32.938,70.928,0.65,,0.0,0.0,0.0,0.437,5.071,150.14,148.82,22.914,1.521,9.729,70870.68,1.674,-2.814,-7.036,482.308,4.42,26520.098,243.037,2.97,37.42,3.202,0.294,9.483,90.569,0.83,1034.779,,0.0,0.0,0.0,0.558,1.46,7.67,7.391,11.782,187.103,7219.339,66.16,20416.57,44.456,28.808,4.762,16.765,406.441,15756.839,144.4,44350.586,97.03,62.58,1.32,0.879,-0.012,-1.165,181.713,7307.726,66.97,19828.365,45.001,27.978,-2.393,-4.919,200.617,320.811,2.94,21891.164,,0.0,0.0,0.0,1.976,30.889,31.398,9.84,0.0,17.665,4.714,1073.735,0.0,3426.129,6.612,0.0,4.834,16239.147,649.478,9.145,17.93,224.728,8449.114,77.43,24522.221,52.029,34.601,50.0,0.003,0.008,0.0,0.0,0.926,0.0,0.001,44.874,1.236,4.048,156.041,1.43,441.75,0.961,0.623
Sweden,2008,SWE,9229282.0,388983685120.0,67.078,1.456,392.929,3.626,1120.347,10.34,6.898,0.566,53.235,0.029,0.009,3569.86,32.947,55.259,0.51,,0.0,0.0,0.0,0.34,5.146,147.94,149.9,23.413,-1.424,-9.246,69369.703,1.646,-4.946,-12.02,498.414,4.6,25030.902,231.017,3.069,36.083,-9.203,-0.873,8.61,67.177,0.62,932.927,,0.0,0.0,0.0,0.414,1.345,7.98,4.7,7.576,194.68,7483.789,69.07,21093.678,46.077,30.408,1.744,2.774,409.215,15743.369,145.3,44338.797,96.931,63.917,-1.96,-1.325,-4.6,-9.435,172.278,6922.532,63.89,18666.453,42.622,26.909,-5.561,-11.157,189.46,375.977,3.47,20528.117,,0.0,0.0,0.0,2.315,29.592,32.998,10.34,0.0,5.097,1.6,1120.347,0.0,3575.402,6.898,0.0,5.154,16241.783,640.233,7.081,12.209,236.937,8820.839,81.41,25672.346,54.31,37.008,33.333,0.003,0.011,0.0,0.0,1.218,0.0,0.002,39.734,1.573,5.622,216.702,2.0,609.118,1.334,0.878
Sweden,2009,SWE,9301413.0,373029306368.0,-9.064,-0.329,354.544,3.298,1232.071,11.46,8.389,0.562,57.394,-29.501,-9.72,2497.197,23.227,54.83,0.51,,0.0,0.0,0.0,0.373,3.959,141.29,136.6,23.281,-8.354,-53.482,63081.84,1.573,-6.048,-13.973,496.699,4.62,23334.568,217.044,3.382,36.991,33.504,2.885,11.495,167.716,1.56,1235.834,,0.0,0.0,0.0,1.142,1.959,7.84,-5.399,-11.647,183.033,7079.569,65.85,19677.953,48.206,31.194,-9.501,-39.51,369.706,14189.241,131.98,39747.266,96.618,63.009,4.69,3.319,-18.338,-32.461,139.817,5608.825,52.17,15031.771,38.192,23.829,-3.767,-7.138,182.322,274.152,2.55,19601.537,,0.0,0.0,0.0,1.867,31.073,36.584,11.46,0.0,10.866,3.586,1232.071,0.0,3933.163,8.389,0.0,6.235,14685.941,586.75,-2.877,-7.048,229.889,8580.416,79.81,24715.498,58.426,39.18,75.0,0.008,0.02,1.075,0.01,2.102,0.007,0.003,24.485,1.333,6.955,267.701,2.49,747.736,1.823,1.185
Sweden,2010,SWE,9381722.0,399841820672.0,65.276,2.153,580.958,5.45,1299.335,12.19,8.212,0.874,71.472,37.9,8.803,3414.163,32.031,108.722,1.02,,0.0,0.0,0.0,0.687,5.135,150.53,148.45,23.8,6.306,37.002,66485.906,1.56,5.728,12.433,909.215,8.53,24460.006,229.477,5.746,36.79,34.563,3.973,15.468,310.178,2.91,1648.738,,0.0,0.0,0.0,1.96,2.48,10.61,2.497,3.419,186.451,7077.592,66.4,19873.898,44.729,29.892,8.204,24.57,394.275,14914.106,139.92,42025.895,94.254,63.21,2.08,1.382,10.647,13.938,153.754,6164.114,57.83,16388.729,38.956,24.65,-0.189,-0.344,181.978,490.315,4.6,19397.104,,0.0,0.0,0.0,3.099,29.175,38.917,12.19,0.0,6.377,2.333,1299.335,0.0,4148.163,8.212,0.0,6.239,15823.321,623.752,6.664,10.632,240.521,8749.993,82.09,25637.17,55.298,38.56,28.571,0.005,0.025,1.066,0.01,2.663,0.007,0.004,39.998,2.722,9.677,372.0,3.49,1031.488,2.351,1.551
Sweden,2011,SWE,9467384.0,397621100544.0,16.736,0.912,672.05,6.363,1218.922,11.54,7.679,1.035,58.491,-10.707,-3.429,3021.036,28.601,69.713,0.66,,0.0,0.0,0.0,0.439,4.653,143.05,150.28,24.447,-1.449,-9.035,64929.965,1.546,-8.688,-19.936,604.18,5.72,22132.902,209.541,3.806,34.087,-21.019,-3.251,12.217,166.889,1.58,1290.404,,0.0,0.0,0.0,1.051,1.987,8.79,-0.167,-1.446,185.005,7016.722,66.43,19541.293,44.204,30.096,3.78,10.901,405.176,15269.266,144.56,42797.062,96.194,65.913,-7.23,-5.054,4.759,6.336,160.09,6387.192,60.47,16909.643,40.238,26.043,-7.284,-13.256,168.723,367.578,3.48,17821.463,,0.0,0.0,0.0,2.316,27.447,36.827,11.54,0.0,-5.371,-2.09,1218.922,0.0,3889.863,7.679,0.0,5.991,15873.444,614.717,3.14,4.565,245.086,8882.073,84.09,25887.42,55.956,39.87,44.444,0.011,0.036,1.056,0.01,3.788,0.007,0.006,75.252,7.179,16.856,645.374,6.11,1780.427,4.066,2.742
Sweden,2012,SWE,9555984.0,396489588736.0,17.512,1.114,782.42,7.477,1275.64,12.19,7.324,1.146,49.63,-14.24,-4.073,2566.833,24.529,50.23,0.48,,0.0,0.0,0.0,0.288,3.759,146.86,166.43,25.509,6.138,37.729,68276.211,1.646,-3.881,-8.133,428.004,4.09,21076.643,201.408,2.457,30.87,-12.816,-1.566,10.651,96.275,0.92,1114.59,,0.0,0.0,0.0,0.553,1.632,8.26,17.708,31.442,216.447,8259.746,78.93,22650.363,47.425,33.175,12.055,45.862,451.038,16988.307,162.34,47199.574,97.543,69.13,-19.57,-13.326,5.889,8.401,168.491,6701.56,64.04,17631.967,38.479,25.824,-1.478,-2.494,166.228,281.499,2.69,17395.221,,0.0,0.0,0.0,1.616,25.478,38.926,12.19,0.0,5.699,2.099,1275.64,0.0,4073.441,7.324,0.0,5.966,17416.312,652.446,16.148,37.461,282.548,10286.748,98.3,29567.607,59.064,43.306,46.154,0.016,0.052,2.093,0.02,5.452,0.012,0.008,17.265,2.79,19.646,749.269,7.16,2055.932,4.302,3.011
Sweden,2013,SWE,9648935.0,401409179648.0,-0.79,-0.059,768.763,7.418,1186.659,11.45,7.482,1.213,49.86,2.075,0.509,2594.844,25.037,67.365,0.65,,0.0,0.0,0.0,0.425,4.096,143.03,153.03,25.035,-6.31,-41.17,63351.668,1.523,-1.022,-2.058,402.117,3.88,20660.27,199.35,2.535,32.612,-3.892,-0.415,10.236,88.093,0.85,1060.894,,0.0,0.0,0.0,0.555,1.675,7.63,-22.268,-49.212,167.235,6359.251,61.36,17331.943,40.097,27.358,-7.813,-39.112,411.927,15457.663,149.15,42691.398,97.465,67.388,-10.0,-6.992,3.778,5.313,173.804,6887.807,66.46,18012.736,43.429,28.433,-1.295,-2.153,164.076,246.659,2.38,17004.531,,0.0,0.0,0.0,1.555,26.841,36.551,11.45,0.0,-6.101,-2.375,1186.659,0.0,3788.059,7.482,0.0,5.979,15859.781,611.276,-14.829,-44.425,238.123,8569.857,82.69,24678.664,54.035,38.955,84.211,0.043,0.095,4.146,0.04,9.886,0.026,0.016,37.362,7.178,26.824,1019.802,9.84,2780.014,6.43,4.388
Sweden,2014,SWE,9747507.0,411859910656.0,33.248,2.466,1014.006,9.884,1097.717,10.7,6.968,1.624,44.937,-6.199,-1.552,2409.376,23.485,37.958,0.37,,0.0,0.0,0.0,0.241,3.86,137.93,153.55,25.236,-0.461,-2.818,62421.891,1.477,-3.45,-6.877,300.59,2.93,19745.828,192.473,1.908,31.633,-17.904,-1.833,8.404,43.088,0.42,862.143,,0.0,0.0,0.0,0.274,1.381,6.9,3.914,5.505,172.74,6541.16,63.76,17721.467,41.524,28.39,2.515,4.059,415.985,15452.155,150.62,42676.062,98.092,68.367,-15.62,-11.325,-2.377,-5.148,168.656,6656.061,64.88,17302.441,42.253,27.719,-2.128,-3.492,160.583,219.543,2.14,16474.309,,0.0,0.0,0.0,1.394,26.392,34.144,10.7,0.0,-6.585,-2.407,1097.717,0.0,3502.826,6.968,0.0,5.612,15752.745,608.458,6.124,9.207,247.33,8796.095,85.74,25373.623,55.838,40.649,34.286,0.032,0.127,5.13,0.05,13.063,0.033,0.021,14.142,3.61,30.434,1152.089,11.23,3122.262,7.314,5.002
Sweden,2015,SWE,9849344.0,428683493376.0,20.041,1.981,1204.639,11.865,1093.474,10.77,6.648,1.886,45.123,-0.073,-0.017,2382.73,23.468,39.597,0.39,,0.0,0.0,0.0,0.241,3.73,139.4,162.0,25.749,3.401,20.693,63877.484,1.468,-1.141,-2.196,319.818,3.15,19318.738,190.277,1.944,30.243,11.09,0.932,9.336,45.688,0.45,947.855,,0.0,0.0,0.0,0.278,1.484,7.31,18.113,30.074,202.814,7646.194,75.31,20591.668,46.488,32.236,6.361,22.889,438.874,16127.979,158.85,44558.75,98.056,69.757,-22.6,-16.212,-13.145,-23.043,145.613,5721.193,56.35,14784.045,34.784,23.144,-1.937,-3.111,157.473,234.533,2.31,15988.153,,0.0,0.0,0.0,1.426,25.029,34.364,10.77,0.0,0.645,0.22,1093.474,0.0,3488.971,6.648,0.0,5.462,16447.795,629.151,19.596,45.932,293.261,10406.784,102.5,29774.703,63.272,46.612,106.383,0.134,0.261,10.153,0.1,26.521,0.062,0.042,45.296,13.522,43.957,1656.963,16.32,4462.904,10.074,6.987
Sweden,2016,SWE,9953322.0,443163607040.0,29.691,3.523,1545.988,15.388,1154.388,11.49,7.371,2.49,48.175,-1.874,-0.44,2313.659,23.029,26.122,0.26,,0.0,0.0,0.0,0.167,3.727,144.16,155.89,25.228,-1.786,-11.238,62081.117,1.394,2.799,5.325,367.716,3.66,19651.93,195.602,2.348,31.655,6.997,0.653,9.989,68.319,0.68,1003.584,,0.0,0.0,0.0,0.436,1.617,7.51,-17.499,-36.48,166.334,6231.085,62.02,16711.451,39.784,26.919,-1.745,-16.563,422.311,15294.392,152.23,42429.184,97.652,68.345,-11.73,-8.137,11.984,16.485,162.098,6339.592,63.1,16285.846,40.477,26.233,3.246,5.112,162.584,273.276,2.72,16334.687,,0.0,0.0,0.0,1.745,26.312,36.669,11.49,0.0,6.708,2.305,1154.388,0.0,3684.106,7.371,0.0,5.934,15662.106,617.913,-8.509,-33.048,260.213,8954.799,89.13,26143.336,57.175,42.112,47.423,0.122,0.383,14.066,0.14,38.461,0.09,0.062,-5.167,-2.518,41.439,1555.26,15.48,4163.33,9.93,6.706
Sweden,2017,SWE,10058191.0,454543736832.0,13.222,2.035,1732.156,17.422,1201.011,12.08,7.356,2.731,47.007,-0.255,-0.059,2283.707,22.97,31.815,0.32,,,,,0.195,3.601,145.24,164.23,25.747,3.229,19.953,63417.605,1.403,-1.075,-2.104,344.992,3.47,19237.902,193.498,2.113,30.335,-3.732,-0.373,9.616,32.809,0.33,956.062,,,,,0.201,1.508,7.72,4.714,6.816,173.151,6476.313,65.14,17214.891,39.664,27.145,6.179,22.057,444.368,15982.992,160.76,44179.703,97.887,69.665,-18.99,-13.075,4.112,5.674,167.772,6531.989,65.7,16680.119,40.005,26.302,-1.028,-1.672,160.912,280.368,2.82,15998.133,,,,,1.717,25.227,38.549,12.08,0.0,5.127,1.88,1201.011,0.0,3832.604,7.356,0.0,6.043,16327.984,637.866,7.425,16.383,276.596,9451.004,95.06,27499.584,57.882,43.363,60.839,0.229,0.612,22.867,0.23,60.856,0.14,0.096,13.756,5.423,46.862,1750.812,17.61,4659.081,10.723,7.347
Sweden,2018,SWE,10162300.0,463407448064.0,-5.355,-0.933,1622.612,16.489,1171.979,11.91,7.291,2.639,47.625,0.272,0.062,2266.46,23.032,33.457,0.34,,,,,0.208,3.686,146.14,163.36,26.144,-2.041,-13.017,61487.004,1.348,-3.424,-6.625,360.155,3.66,18388.891,186.873,2.24,29.907,5.745,0.552,10.169,37.393,0.38,1000.635,,,,,0.233,1.627,7.78,-4.48,-8.725,164.426,6121.646,62.21,16179.951,38.082,26.314,-1.117,-6.392,437.976,15714.945,159.7,43098.113,97.76,70.093,-17.22,-11.783,4.343,6.263,174.034,6745.521,68.55,17125.498,41.963,27.852,-4.499,-7.24,153.672,289.305,2.94,15121.796,,,,,1.8,24.593,38.029,11.91,0.0,-1.35,-0.52,1171.979,0.0,3742.138,7.291,0.0,6.086,16075.101,624.849,-4.308,-12.655,263.942,8969.426,91.15,25972.617,55.797,42.241,70.0,0.422,1.034,40.345,0.41,101.796,0.251,0.166,-5.634,-2.899,43.963,1635.457,16.62,4326.119,10.174,7.036
Sweden,2019,SWE,10267922.0,,3.294,0.543,1658.816,17.033,1269.975,13.04,7.743,2.621,47.025,-0.779,-0.179,2225.668,22.853,20.452,0.21,,,,,0.125,3.517,142.26,168.42,25.919,3.991,24.94,63283.469,,5.786,10.812,326.259,3.35,19252.768,197.686,1.989,30.423,0.325,0.033,10.202,28.243,0.29,993.555,,,,,0.172,1.57,7.92,5.068,7.696,172.122,6366.43,65.37,16763.045,38.814,26.489,3.349,14.128,452.104,16076.282,165.07,44030.707,98.011,69.577,-26.16,-18.389,-3.529,-6.761,167.273,6440.446,66.13,16290.866,39.265,25.743,7.131,10.959,164.631,277.563,2.85,16033.544,,,,,1.692,25.336,41.614,13.04,0.0,9.427,3.585,1269.975,0.0,4052.775,7.743,0.0,6.404,16402.539,649.79,7.733,20.889,284.831,9635.835,98.94,27739.84,58.746,43.834,69.565,0.713,1.748,66.226,0.68,170.205,0.404,0.269,19.437,8.352,52.315,1933.205,19.85,5094.998,11.786,8.051
Sweden,2020,SWE,10368968.0,,-8.882,-1.513,1496.75,15.52,1078.217,11.18,6.826,2.52,42.371,-17.158,-3.921,1825.81,18.932,0.0,0.0,,,,,0.0,3.074,138.79,163.79,26.595,-5.22,-33.919,59395.523,,-11.056,-21.856,235.318,2.44,16957.293,175.83,1.49,28.55,-2.769,-0.283,9.919,9.644,0.1,956.628,,,,,0.061,1.611,6.94,10.703,17.722,189.844,6981.408,72.39,18308.857,44.197,30.825,-2.892,-12.063,440.041,15560.855,161.35,42438.23,98.51,71.45,-25.0,-18.013,-25.604,-43.286,123.988,4744.927,49.2,11957.571,30.038,20.132,-10.722,-17.653,146.979,225.673,2.34,14174.854,,,,,1.429,23.865,35.679,11.18,0.0,-14.261,-5.934,1078.217,0.0,3440.966,6.826,0.0,5.793,15796.172,615.87,10.07,31.222,316.053,10815.928,112.15,30480.658,68.472,51.318,56.109,0.971,2.718,101.264,1.05,262.148,0.641,0.441,38.695,19.977,72.292,2655.038,27.53,6971.938,16.808,11.738
Switzerland,2000,CHE,7182052.0,316330344448.0,,,,,19.493,0.14,0.227,,48.259,45.707,0.503,223.164,1.603,0.0,0.0,,0.0,0.0,0.0,0.0,0.44,54.68,61.75,16.949,-2.434,-9.09,50728.715,1.152,-2.326,-4.244,366.191,2.63,24810.326,178.189,4.259,48.908,-0.556,-0.158,28.3,0.0,0.0,3940.378,,0.0,0.0,0.0,0.0,7.768,2.98,-7.926,-9.376,108.928,4713.138,33.85,15166.64,54.818,29.898,-2.418,-4.846,186.147,8231.63,59.12,25918.389,95.741,51.092,-7.07,-12.93,6.062,4.259,74.519,3497.608,25.12,10375.742,40.68,20.453,-3.001,-4.588,148.286,366.191,2.63,20646.783,,0.0,0.0,0.0,4.259,40.7,2.659,0.14,0.0,11.215,0.268,19.493,0.0,370.243,0.227,0.0,0.73,8597.821,364.336,-7.569,-9.105,111.628,4734.023,34.0,15542.646,55.061,30.639,10.0,0.003,0.033,1.392,0.01,4.529,0.016,0.009,0.0,0.0,0.009,0.0,0.0,1.235,0.0,0.002
Switzerland,2001,CHE,7224413.0,326784483328.0,,,,,19.379,0.14,0.21,,47.426,4.506,0.072,231.853,1.675,0.0,0.0,,0.0,0.0,0.0,0.0,0.43,56.19,66.63,17.123,6.804,24.79,53862.719,1.191,6.531,11.637,376.501,2.72,26275.676,189.826,4.082,48.783,4.083,1.156,29.456,0.0,0.0,4077.225,,0.0,0.0,0.0,0.0,7.57,3.16,12.177,12.47,121.398,5300.085,38.29,16803.836,57.467,31.198,7.653,13.153,199.3,8846.394,63.91,27587.045,95.918,51.217,-10.44,-18.58,1.379,0.537,75.056,3525.546,25.47,10389.222,38.226,19.288,7.02,10.41,158.696,376.501,2.72,21966.6,,0.0,0.0,0.0,4.082,40.783,2.796,0.14,0.0,5.162,0.137,19.379,0.0,387.072,0.21,0.0,0.719,9222.895,389.127,12.025,12.616,124.244,5320.847,38.44,17197.82,57.692,31.929,18.182,0.006,0.038,1.384,0.01,5.286,0.015,0.01,33.333,0.003,0.012,0.0,0.0,1.627,0.0,0.003
Switzerland,2002,CHE,7276479.0,333238534144.0,,,,,19.24,0.14,0.229,,50.221,-7.794,-0.131,212.252,1.544,0.0,0.0,,0.0,0.0,0.0,0.0,0.426,56.62,61.13,16.875,-6.908,-26.882,49782.922,1.087,-4.715,-8.951,383.427,2.79,24857.545,180.875,4.564,49.932,-1.848,-0.544,28.911,0.0,0.0,3973.228,,0.0,0.0,0.0,0.0,7.981,3.07,-14.885,-18.737,102.661,4441.708,32.32,14108.57,52.871,28.34,-8.273,-17.931,181.369,8017.614,58.34,24925.377,95.436,50.068,-4.51,-7.965,1.578,0.692,75.748,3555.291,25.87,10410.004,42.32,20.911,-5.215,-8.276,150.42,383.427,2.79,20672.062,,0.0,0.0,0.0,4.564,41.524,2.902,0.14,0.0,3.767,0.105,19.24,0.0,398.78,0.229,0.0,0.801,8401.042,362.244,-14.485,-18.623,105.621,4462.323,32.47,14515.373,53.116,29.157,15.385,0.006,0.044,1.374,0.01,6.017,0.016,0.012,25.0,0.003,0.015,0.0,0.0,2.006,0.0,0.004
Switzerland,2003,CHE,7330729.0,339510165504.0,,,,,19.098,0.14,0.229,,50.917,2.698,0.042,216.365,1.586,0.0,0.0,,0.0,0.0,0.0,0.0,0.443,57.97,61.08,17.044,-1.073,-3.885,48884.531,1.056,-1.296,-2.343,390.139,2.86,24353.93,178.532,4.682,49.819,5.698,1.647,30.558,0.0,0.0,4168.526,,0.0,0.0,0.0,0.0,8.527,3.11,-1.151,-1.832,100.829,4358.366,31.95,13754.293,52.308,28.136,-0.204,-1.542,179.827,7941.911,58.22,24530.6,95.318,50.181,-3.11,-5.365,0.93,0.215,75.963,3561.719,26.11,10362.235,42.747,21.197,-2.681,-4.032,146.388,390.139,2.86,19969.039,,0.0,0.0,0.0,4.682,40.849,2.969,0.14,0.0,2.31,0.067,19.098,0.0,404.973,0.229,0.0,0.828,8332.05,358.359,-1.055,-1.756,103.864,4380.192,32.11,14168.365,52.57,28.983,20.0,0.008,0.052,2.728,0.02,7.121,0.033,0.015,0.0,-0.0,0.015,0.0,0.0,1.978,0.0,0.004
Switzerland,2004,CHE,7381153.0,355558785024.0,,,,,20.322,0.15,0.251,,52.305,-5.079,-0.081,203.973,1.506,0.0,0.0,,0.0,0.0,0.0,0.0,0.426,58.95,59.65,16.89,-1.451,-5.199,47846.156,0.993,0.098,0.175,395.602,2.92,24211.266,178.707,4.895,50.602,3.163,0.967,31.525,0.0,0.0,4271.013,,0.0,0.0,0.0,0.0,8.927,3.12,-2.921,-3.568,97.261,4191.757,30.94,13176.897,51.869,27.54,-2.38,-5.374,174.453,7685.792,56.73,23634.889,95.105,49.398,-0.7,-1.187,-1.924,-1.936,74.026,3469.648,25.61,10029.115,42.934,20.961,-0.486,-0.711,145.677,395.602,2.92,19736.281,,0.0,0.0,0.0,4.895,41.249,3.096,0.15,0.0,4.301,0.128,20.322,0.0,419.506,0.251,0.0,0.877,8081.394,353.16,-2.728,-3.438,100.426,4216.144,31.12,13605.773,52.171,28.437,0.0,-0.0,0.052,2.71,0.02,7.027,0.034,0.015,20.0,0.003,0.017,1.355,0.01,2.342,0.017,0.005
