country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Albania,2000,ALB,3182027.0,15214264320.0,,,,,0.0,0.0,0.0,,44.776,,,,,0.0,0.0,-38.775,-0.052,25.8,0.082,0.0,,5.69,4.69,,29.926,6.618,9029.438,1.888,,,43.997,0.14,,,2.985,,,,,0.0,0.0,,50.0,0.108,101.961,0.324,0.0,,0.21,,,,1429.906,4.55,,97.015,,,,,1429.906,4.55,,97.015,,1.0,17.575,,,,0.0,0.0,,0.0,,,,,43.997,0.14,,1.725,0.065,1203.177,3.829,2.985,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1473.903,28.732,,,,1429.906,4.55,,97.015,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2001,ALB,3153615.0,16563844096.0,,,,,0.0,0.0,0.0,,46.575,,,,,0.0,0.0,-30.0,-0.025,18.223,0.057,0.0,,5.4,3.65,,-5.216,-1.499,8635.532,1.644,,,41.223,0.13,,,3.562,,,,,0.0,0.0,,0.0,0.0,102.88,0.324,0.0,,0.17,,,,1116.179,3.52,,96.438,,,,,1116.179,3.52,,96.438,,1.75,32.407,,,,0.0,0.0,,0.0,,,,,41.223,0.13,,4.946,0.189,1274.061,4.018,3.562,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1157.402,27.233,,,,1116.179,3.52,,96.438,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2002,ALB,3123554.0,17408065536.0,,,,,0.0,0.0,0.0,,52.198,,,,,0.0,0.0,-28.571,-0.016,13.142,0.041,0.0,,5.75,3.64,,8.315,2.264,9443.555,1.694,,,51.224,0.16,,,4.396,,,,,0.0,0.0,,0.0,0.0,103.87,0.324,0.0,,0.19,,,,1114.115,3.48,,95.604,,,,,1114.115,3.48,,95.604,,2.11,36.696,,,,0.0,0.0,,0.0,,,,,51.224,0.16,,6.872,0.276,1374.714,4.294,4.396,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1165.339,29.497,,,,1114.115,3.48,,95.604,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2003,ALB,3092993.0,18465497088.0,,,,,0.0,0.0,0.0,,36.398,,,,,0.0,0.0,286.667,0.118,51.317,0.159,0.0,,6.14,5.22,,12.79,3.773,10756.612,1.802,,,32.331,0.1,,,1.916,,,,,0.0,0.0,,0.0,0.0,104.896,0.324,0.0,,0.19,,,,1655.354,5.12,,98.084,,,,,1655.354,5.12,,98.084,,0.92,14.984,,,,0.0,0.0,,0.0,,,,,32.331,0.1,,5.597,0.24,1465.994,4.534,1.916,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1687.686,33.27,,,,1655.354,5.12,,98.084,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2004,ALB,3062629.0,19587880960.0,,,,,0.0,0.0,0.0,,39.711,,,,,0.0,0.0,0.0,0.0,51.825,0.159,0.0,,6.02,5.54,,6.662,2.216,11586.951,1.812,,,42.447,0.13,,,2.347,,,,,0.0,0.0,,0.0,0.0,105.936,0.324,0.0,,0.22,,,,1766.456,5.41,,97.653,,,,,1766.456,5.41,,97.653,,0.48,7.973,,,,0.0,0.0,,0.0,,,,,42.447,0.13,,-0.084,-0.004,1479.281,4.53,2.347,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1808.903,35.487,,,,1766.456,5.41,,97.653,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2005,ALB,3032636.0,20781076480.0,,,,,0.0,0.0,0.0,,33.395,,,,,0.0,0.0,-22.414,-0.036,40.607,0.123,0.0,,5.76,5.39,,-1.333,-0.473,11545.616,1.685,,,23.082,0.07,,,1.299,,,,,0.0,0.0,,0.0,0.0,106.984,0.324,0.0,,0.18,,,,1754.249,5.32,,98.701,,,,,1754.249,5.32,,98.701,,0.37,6.424,,,,0.0,0.0,,0.0,,,,,23.082,0.07,,4.301,0.195,1558.166,4.725,1.299,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1777.332,35.014,,,,1754.249,5.32,,98.701,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2006,ALB,3003391.0,22124285952.0,,,,,0.0,0.0,0.0,,35.714,,,,,0.0,0.0,0.0,0.0,41.002,0.123,0.0,,5.65,5.04,,-5.844,-2.046,10976.728,1.49,,,29.966,0.09,,,1.786,,,,,0.0,0.0,,0.0,0.0,108.026,0.324,0.0,,0.18,,,,1648.137,4.95,,98.214,,,,,1648.137,4.95,,98.214,,0.61,10.796,,,,0.0,0.0,,0.0,,,,,29.966,0.09,,10.607,0.501,1740.217,5.227,1.786,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1678.103,32.967,,,,1648.137,4.95,,98.214,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2007,ALB,2976089.0,23574646784.0,,,,,0.0,0.0,0.0,,42.403,,,,,0.0,0.0,0.0,0.0,41.379,0.123,0.0,,5.66,2.83,,-13.925,-4.591,9534.874,1.204,,,23.521,0.07,,,2.473,,,,,0.0,0.0,,-66.986,-0.217,35.991,0.107,0.0,,0.12,,,,927.392,2.76,,97.527,,,,,927.392,2.76,,97.527,,2.83,50.0,,,,0.0,0.0,,0.0,,,,,23.521,0.07,,-17.091,-0.893,1456.027,4.333,2.473,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,950.912,28.377,,,,927.392,2.76,,97.527,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2008,ALB,2951690.0,25476937728.0,,,,,0.0,0.0,0.0,,36.554,,,,,0.0,0.0,35.556,0.044,56.555,0.167,0.0,,6.26,3.83,,9.212,2.614,10499.328,1.216,,,23.715,0.07,,,1.828,,,,,0.0,0.0,,193.327,0.207,106.443,0.314,0.0,,0.14,,,,1273.847,3.76,,98.172,,,,,1273.847,3.76,,98.172,,2.43,38.818,,,,0.0,0.0,,0.0,,,,,23.715,0.07,,-6.274,-0.272,1375.956,4.061,1.828,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1297.562,30.991,,,,1273.847,3.76,,98.172,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2009,ALB,2930553.0,26471389184.0,,,,,0.0,0.0,0.0,,23.077,,,,,0.0,0.0,-83.605,-0.14,9.339,0.027,0.0,,6.6,5.2,,8.977,2.782,11524.428,1.276,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,107.211,0.314,0.0,,0.12,,,,1774.409,5.2,,100.0,,,,,1774.409,5.2,,100.0,,1.4,21.212,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-11.43,-0.464,1227.476,3.597,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1774.409,33.773,,,,1774.409,5.2,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2010,ALB,2913402.0,27598268416.0,,,,,0.0,0.0,0.0,,24.032,,,,,0.0,0.0,0.0,0.0,9.394,0.027,0.0,,6.54,7.49,,6.774,2.288,12377.504,1.307,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,-67.062,-0.211,35.521,0.103,0.0,,0.18,,,,2570.878,7.49,,100.0,,,,,2570.878,7.49,,100.0,,-0.95,-14.526,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,103.493,3.723,2512.531,7.32,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2570.878,36.061,,,,2570.878,7.49,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2011,ALB,2900660.0,28452651008.0,,,,,0.0,0.0,0.0,,33.735,,,,,0.0,0.0,-50.054,-0.014,4.712,0.014,0.0,,7.41,4.15,,-12.687,-4.575,10854.649,1.107,,,20.685,0.06,,,1.446,,,,,0.0,0.0,,0.0,0.0,35.677,0.103,0.0,,0.14,,,,1410.024,4.09,,98.554,,,,,1410.024,4.09,,98.554,,3.26,43.995,,,,0.0,0.0,,0.0,,,,,20.685,0.06,,43.077,3.153,3610.653,10.473,1.446,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1430.709,31.486,,,,1410.024,4.09,,98.554,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2012,ALB,2892191.0,28855377920.0,,,,,0.0,0.0,0.0,,23.504,,,,,0.0,0.0,0.0,0.0,4.726,0.014,0.0,,7.22,4.68,,-2.146,-0.676,10652.809,1.068,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,70.0,0.072,60.828,0.176,0.0,,0.11,,,,1618.15,4.68,,100.0,,,,,1618.15,4.68,,100.0,,2.54,35.18,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,8.812,0.923,3940.313,11.396,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1618.15,30.81,,,,1618.15,4.68,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2013,ALB,2887019.0,29142642688.0,,,,,0.0,0.0,0.0,,24.673,,,,,0.0,0.0,-39.914,-0.005,2.845,0.008,0.0,,9.21,6.89,,25.496,7.855,13392.774,1.327,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,11.765,0.021,68.106,0.197,0.0,,0.17,,,,2386.545,6.89,,100.0,,,,,2386.545,6.89,,100.0,,2.32,25.19,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.747,0.085,3976.839,11.481,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2386.545,38.665,,,,2386.545,6.89,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2014,ALB,2884100.0,29675640832.0,,,,,0.0,0.0,0.0,,23.504,,,,,0.0,0.0,-100.0,-0.008,0.0,0.0,0.0,,7.75,4.68,,-11.911,-4.606,11809.461,1.148,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,68.421,0.135,114.821,0.331,0.0,,0.11,,,,1622.69,4.68,,100.0,,,,,1622.69,4.68,,100.0,,3.07,39.613,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,20.57,2.362,4799.737,13.843,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1622.69,34.06,,,,1622.69,4.68,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2015,ALB,2882482.0,30444531712.0,,,,,0.0,0.0,0.0,,23.973,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,7.24,5.84,,0.07,0.024,11824.314,1.12,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,9.375,0.031,125.656,0.362,0.0,,0.14,,,,2026.032,5.84,,100.0,,,,,2026.032,5.84,,100.0,,1.4,19.337,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-1.683,-0.233,4721.589,13.61,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2026.032,34.083,,,,2026.032,5.84,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2016,ALB,2881064.0,31481821184.0,,,,,0.0,0.0,0.0,,23.377,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,7.66,7.7,,16.852,5.744,13823.748,1.265,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,28.57,0.103,161.636,0.466,0.0,,0.18,,,,2672.624,7.7,,100.0,,,,,2672.624,7.7,,100.0,,-0.04,-0.522,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,13.14,1.788,5344.652,15.398,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2672.624,39.827,,,,2672.624,7.7,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2017,ALB,2879361.0,32678760448.0,,,,,0.0,0.0,0.0,,24.554,,,,,0.0,0.0,,,,,0.0,,7.39,4.48,,-7.443,-2.964,12802.36,1.128,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.11,,,,1555.901,4.48,,100.0,,,,,1555.901,4.48,,100.0,,2.91,39.378,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1555.901,36.863,,,,1555.901,4.48,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2018,ALB,2877019.0,34009112576.0,,,,,0.0,0.0,0.0,,23.613,,,,,0.0,0.0,,,,,0.0,,7.56,8.47,,14.024,5.17,14609.701,1.236,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.2,,,,2944.02,8.47,,100.0,,,,,2944.02,8.47,,100.0,,-0.91,-12.037,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2944.02,42.032,,,,2944.02,8.47,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2019,ALB,2873883.0,,,,,,0.0,0.0,0.0,,23.211,,,,,0.0,0.0,,,,,0.0,,7.58,5.17,,-20.786,-8.737,11585.555,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.12,,,,1792.001,5.15,,99.613,,,,,1798.96,5.17,,100.0,,2.41,31.794,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1798.96,33.296,,,,1798.96,5.17,,100.0,,,,,6.959,0.02,,0.387,,,,,0.0,0.0,,0.0,
Albania,2020,ALB,2866850.0,,,,,,0.0,0.0,0.0,,24.482,,,,,0.0,0.0,,,,,0.0,,7.59,5.31,,-3.926,-1.307,11158.003,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.13,,,,1841.743,5.28,,99.435,,,,,1852.207,5.31,,100.0,,2.28,30.04,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1852.207,31.988,,,,1852.207,5.31,,100.0,,,,,10.464,0.03,,0.565,,,,,0.0,0.0,,0.0,
Armenia,2000,ARM,3168525.0,15244832768.0,,,,,0.0,0.0,0.0,,229.537,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.21,5.62,,7.549,2.062,9270.454,1.927,,,798.479,2.53,,,45.018,,,,,798.479,2.53,,,0.0,0.0,0.0,45.018,,1.29,,,,394.505,1.25,,22.242,,,,,975.217,3.09,,54.982,,-0.41,-7.869,,,,580.712,1.84,,32.74,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1773.696,29.374,,,,394.505,1.25,,22.242,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2001,ARM,3133138.0,16184125440.0,,,,,0.0,0.0,0.0,,236.984,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.2,5.57,,-1.656,-0.487,9219.866,1.785,,,836.222,2.62,,,47.038,,,,,836.222,2.62,,,0.0,0.0,0.0,47.038,,1.32,,,,306.402,0.96,,17.235,,,,,941.548,2.95,,52.962,,-0.37,-7.115,,,,635.146,1.99,,35.727,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1777.771,28.887,,,,306.402,0.96,,17.235,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2002,ARM,3105040.0,18018121728.0,,,,,0.0,0.0,0.0,,153.551,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.85,5.21,,-4.21,-1.216,8911.608,1.536,,,476.644,1.48,,,28.407,,,,,476.644,1.48,,,0.0,0.0,0.0,28.407,,0.8,,,,528.174,1.64,,31.478,,,,,1201.273,3.73,,71.593,,-0.36,-7.423,,,,673.099,2.09,,40.115,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1677.917,27.671,,,,528.174,1.64,,31.478,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2003,ARM,3084107.0,19928737792.0,,,,,0.0,0.0,0.0,,147.793,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.93,5.21,,9.964,2.757,9866.072,1.527,,,463.667,1.43,,,27.447,,,,,463.667,1.43,,,0.0,0.0,0.0,27.447,,0.77,,,,635.516,1.96,,37.62,,,,,1225.638,3.78,,72.553,,-0.28,-5.68,,,,590.122,1.82,,34.933,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1689.306,30.428,,,,635.516,1.96,,37.62,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2004,ARM,3065748.0,21350940672.0,,,,,0.0,0.0,0.0,,155.932,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.15,5.9,,3.718,1.131,10294.192,1.478,,,561.038,1.72,,,29.153,,,,,561.038,1.72,,,0.0,0.0,0.0,29.153,,0.92,,,,645.846,1.98,,33.559,,,,,1363.452,4.18,,70.847,,-0.75,-14.563,,,,717.606,2.2,,37.288,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1924.49,31.559,,,,645.846,1.98,,33.559,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2005,ARM,3047254.0,23626534912.0,,,,,0.0,0.0,0.0,,152.429,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.16,5.97,,15.842,5.0,11997.367,1.547,,,564.443,1.72,,,28.811,,,,,564.443,1.72,,,0.0,0.0,0.0,28.811,,0.91,,,,574.288,1.75,,29.313,,,,,1394.698,4.25,,71.189,,-0.81,-15.698,,,,820.411,2.5,,41.876,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1959.141,36.559,,,,574.288,1.75,,29.313,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2006,ARM,3026490.0,25937829888.0,,,,,0.0,0.0,0.0,,133.452,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.22,5.62,,-0.153,-0.056,12061.231,1.407,,,459.278,1.39,,,24.733,,,,,459.278,1.39,,,0.0,0.0,0.0,24.733,,0.75,,,,598.053,1.81,,32.206,,,,,1397.659,4.23,,75.267,,-0.4,-7.663,,,,799.606,2.42,,43.06,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1856.937,36.503,,,,598.053,1.81,,32.206,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2007,ARM,3004398.0,28610387968.0,,,,,0.0,0.0,0.0,,136.201,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.55,5.58,,12.214,4.458,13633.888,1.432,,,465.984,1.4,,,25.09,,,,,465.984,1.4,,,0.0,0.0,0.0,25.09,,0.76,,,,609.107,1.83,,32.796,,,,,1391.294,4.18,,74.91,,-0.03,-0.541,,,,782.187,2.35,,42.115,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1857.277,40.962,,,,609.107,1.83,,32.796,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2008,ARM,2983425.0,29672505344.0,,,,,0.0,0.0,0.0,,140.768,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.45,5.47,,-3.492,-1.43,13250.285,1.332,,,475.963,1.42,,,25.96,,,,,475.963,1.42,,,0.0,0.0,0.0,25.96,,0.77,,,,596.63,1.78,,32.541,,,,,1357.5,4.05,,74.04,,-0.02,-0.367,,,,760.87,2.27,,41.499,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1833.463,39.531,,,,596.63,1.78,,32.541,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2009,ARM,2964300.0,24704751616.0,,,,,0.0,0.0,0.0,,113.594,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.32,5.37,,-10.651,-4.21,11915.396,1.43,,,364.336,1.08,,,20.112,,,,,364.336,1.08,,,0.0,0.0,0.0,20.112,,0.61,,,,674.696,2.0,,37.244,,,,,1447.222,4.29,,79.888,,-0.05,-0.94,,,,772.526,2.29,,42.644,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1811.557,35.321,,,,674.696,2.0,,37.244,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2010,ARM,2946296.0,24485627904.0,,,,,0.0,0.0,0.0,,121.359,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.37,6.18,,11.372,4.017,13351.512,1.607,,,458.202,1.35,,,21.845,,,,,458.202,1.35,,,0.0,0.0,0.0,21.845,,0.75,,,,858.705,2.53,,40.939,,,,,1639.347,4.83,,78.155,,-0.81,-15.084,,,,777.247,2.29,,37.055,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2097.549,39.338,,,,862.099,2.54,,41.1,,,,,0.0,0.0,,0.0,,,,,3.394,0.01,,0.162,
Armenia,2011,ARM,2928984.0,24860479488.0,,,,,0.0,0.0,0.0,,168.317,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.89,7.07,,5.282,2.078,14139.787,1.666,,,768.184,2.25,,,31.825,,,,,768.184,2.25,,,0.0,0.0,0.0,31.825,,1.19,,,,839.882,2.46,,34.795,,,,,1645.622,4.82,,68.175,,-1.18,-20.034,,,,805.74,2.36,,33.38,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2413.806,41.415,,,,839.882,2.46,,34.795,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2012,ARM,2914428.0,26635751424.0,,,,,0.0,0.0,0.0,,216.82,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,6.01,7.61,,5.964,2.47,15057.879,1.648,,,1094.554,3.19,,,41.919,,,,,1094.554,3.19,,,0.0,0.0,0.0,41.919,,1.65,,,,789.177,2.3,,30.223,,,,,1516.593,4.42,,58.081,,-1.6,-26.622,,,,727.415,2.12,,27.858,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2611.147,43.885,,,,789.177,2.3,,30.223,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2013,ARM,2901386.0,27513477120.0,,,,,0.0,0.0,0.0,,210.959,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,6.14,7.3,,-1.895,-0.831,14838.981,1.565,,,1027.095,2.98,,,40.822,,,,,1027.095,2.98,,,0.0,0.0,0.0,40.822,,1.54,,,,741.025,2.15,,29.452,,,,,1488.944,4.32,,59.178,,-1.16,-18.893,,,,747.918,2.17,,29.726,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2516.039,43.054,,,,741.025,2.15,,29.452,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2014,ARM,2889937.0,28507138048.0,,,,,0.0,0.0,0.0,,216.917,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,6.22,7.33,,1.929,0.83,15185.13,1.539,,,1069.227,3.09,,,42.156,,,,,1069.227,3.09,,,0.0,0.0,0.0,42.156,,1.59,,,,681.676,1.97,,26.876,,,,,1467.16,4.24,,57.844,,-1.11,-17.846,,,,785.484,2.27,,30.969,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2536.387,43.884,,,,681.676,1.97,,26.876,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2015,ARM,2878598.0,29365307392.0,,,,,0.0,0.0,0.0,,185.637,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,6.13,7.38,,-7.347,-3.224,14124.947,1.385,,,913.639,2.63,,,35.637,,,,,913.639,2.63,,,0.0,0.0,0.0,35.637,,1.37,,,,757.313,2.18,,29.539,,,,,1650.109,4.75,,64.363,,-1.25,-20.392,,,,892.796,2.57,,34.824,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2563.748,40.66,,,,757.313,2.18,,29.539,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
